,movieId,title,genres,tmdbId,num_ratings,avg_rating
40,2368,King Kong Lives ,"Adventure,Sci-Fi",31947.0,423,1.7576832151300237
41,2799,Problem Child 2 ,Comedy,28597.0,1125,1.76
42,1981,Friday the 13th Part VIII: Jason Takes Manhattan ,Horror,10283.0,1192,1.7600671140939597
43,3041,Meatballs Part II ,Comedy,40771.0,467,1.7633832976445396
44,3268,Stop! Or My Mom Will Shoot ,"Action,Comedy",9876.0,1835,1.768392370572207
45,1760,Spice World ,Comedy,6116.0,2658,1.770316027088036
46,2974,Bats ,"Horror,Thriller",10496.0,622,1.7893890675241158
47,2807,Universal Soldier: The Return ,"Action,Sci-Fi",10366.0,1238,1.7911954765751212
48,4750,3 Ninjas Knuckle Up ,"Action,Children",40508.0,471,1.7929936305732483
49,2383,Police Academy 6: City Under Siege ,"Comedy,Crime",11895.0,2155,1.7948955916473317
50,6482,Dumb and Dumberer: When Harry Met Lloyd ,Comedy,10152.0,1428,1.796218487394958
51,5501,"Master of Disguise, The ","Comedy,Mystery",13908.0,717,1.812412831241283
52,1707,Home Alone 3 ,"Children,Comedy",9714.0,2697,1.8199851687059696
53,3945,Digimon: The Movie ,"Adventure,Animation,Children",20455.0,448,1.8203125
54,1328,"Amityville Curse, The ",Horror,41848.0,266,1.8233082706766917
55,3564,"Flintstones in Viva Rock Vegas, The ","Children,Comedy",889.0,1482,1.8265856950067476
56,4398,Speed Zone! (a.k.a. Cannonball Run III) ,"Action,Comedy",12236.0,257,1.8268482490272373
57,810,Kazaam ,"Children,Comedy,Fantasy",11511.0,1882,1.827577045696068
58,2515,Children of the Corn II: The Final Sacrifice ,Horror,25748.0,449,1.8318485523385302
59,5248,Smokey and the Bandit III ,"Action,Comedy",15120.0,349,1.835243553008596
60,2816,Iron Eagle II ,"Action,War",11955.0,976,1.839139344262295
61,1731,Mr. Magoo ,Comedy,9438.0,749,1.842456608811749
62,5556,FearDotCom (a.k.a. Fear.com) (a.k.a. Fear Dot Com) ,"Crime,Horror,Thriller",9544.0,597,1.8467336683417086
63,1389,Jaws 3-D ,"Action,Horror",17692.0,1965,1.8473282442748091
64,33681,"Adventures of Sharkboy and Lavagirl 3-D, The ","Action,Adventure,Children,Fantasy",14199.0,309,1.8527508090614886
65,3433,Death Wish 4: The Crackdown ,"Action,Drama",26263.0,267,1.8614232209737829
66,393,Street Fighter ,"Action,Adventure,Fantasy",11667.0,2041,1.8672219500244978
67,4124,Jaws: The Revenge ,"Horror,Thriller",580.0,1245,1.8694779116465863
68,3799,Pokémon the Movie 2000 ,"Animation,Children",12599.0,1071,1.8702147525676938
69,8830,Anacondas: The Hunt for the Blood Orchid ,"Adventure,Drama,Horror,Sci-Fi,Thriller",11237.0,574,1.8780487804878048
70,2382,Police Academy 5: Assignment: Miami Beach ,"Comedy,Crime",11825.0,2292,1.888089005235602
71,6013,Kangaroo Jack ,"Action,Comedy",10628.0,687,1.8959243085880642
72,5735,Faces of Death ,"Documentary,Horror",12237.0,275,1.9
73,50806,Norbit ,"Comedy,Romance",9757.0,443,1.9108352144469527
74,46865,Little Man ,Comedy,9072.0,276,1.911231884057971
75,1556,Speed 2: Cruise Control ,"Action,Romance,Thriller",1639.0,5326,1.9123169357867067
76,8666,Catwoman ,"Action,Crime,Fantasy",314.0,1425,1.9171929824561404
77,27793,Starship Troopers 2: Hero of the Federation ,"Action,Horror,Sci-Fi,War",10304.0,296,1.9172297297297298
78,1998,Exorcist II: The Heretic ,Horror,11586.0,1022,1.9173189823874754
79,1984,Halloween III: Season of the Witch ,Horror,10676.0,1060,1.9179245283018869
80,181,Mighty Morphin Power Rangers: The Movie ,"Action,Children",9070.0,2655,1.9290018832391713
81,4749,3 Ninjas Kick Back ,"Action,Children,Comedy",18885.0,626,1.939297124600639
82,67867,Dragonball Evolution ,"Action,Adventure,Fantasy,Sci-Fi",14164.0,323,1.9458204334365325
83,5452,Look Who's Talking Now ,"Children,Comedy,Romance",11982.0,2156,1.9478200371057515
84,2614,Chopping Mall (a.k.a. Killbots) ,"Action,Horror,Sci-Fi",28941.0,294,1.9574829931972788
85,5597,Suburban Commando ,"Comedy,Sci-Fi",11504.0,294,1.9574829931972788
86,4471,Arthur 2: On the Rocks ,"Comedy,Romance",26044.0,432,1.9606481481481481
87,2461,Leatherface: Texas Chainsaw Massacre III ,"Comedy,Horror,Thriller",25018.0,403,1.9627791563275434
88,6566,Spy Kids 3-D: Game Over ,"Action,Adventure,Children",12279.0,749,1.9632843791722296
89,1381,Grease 2 ,"Comedy,Musical,Romance",9037.0,3670,1.9637602179836513
90,1326,Amityville II: The Possession ,Horror,16235.0,581,1.96815834767642
91,1490,B*A*P*S ,Comedy,18423.0,320,1.96875
92,4686,Weekend at Bernie's II ,"Adventure,Comedy",8494.0,992,1.96875
93,2537,Beyond the Poseidon Adventure ,Adventure,31638.0,284,1.9700704225352113
94,6794,Beethoven's 2nd ,"Children,Comedy",10438.0,925,1.971891891891892
95,4494,Critters 3 ,"Comedy,Sci-Fi",12702.0,267,1.9719101123595506
96,1980,Friday the 13th Part VII: The New Blood ,Horror,10281.0,1024,1.97998046875
97,6951,"Cat in the Hat, The ","Children,Comedy",10588.0,901,1.9827968923418424
99,30883,Fat Albert ,"Comedy,Fantasy",15045.0,250,1.984
100,1993,Child's Play 3 ,"Comedy,Horror,Thriller",11187.0,956,1.9853556485355648
101,3973,Book of Shadows: Blair Witch 2 ,"Crime,Horror,Mystery,Thriller",11531.0,1435,1.9874564459930313
102,1978,Friday the 13th Part V: A New Beginning ,Horror,9731.0,1107,1.99096657633243
103,2152,Air Bud: Golden Receiver ,"Children,Comedy",21661.0,751,1.9946737683089215
104,1602,Leave It to Beaver ,Comedy,37244.0,424,1.9964622641509433
105,7701,Look Who's Talking Too ,"Comedy,Romance",9356.0,1533,1.9967384213959556
106,2536,"Concorde: Airport '79, The ",Drama,29723.0,309,1.9983818770226538
107,2643,Superman IV: The Quest for Peace ,"Action,Adventure,Sci-Fi",11411.0,3352,2.000894988066826
108,2828,Dudley Do-Right ,"Children,Comedy",17709.0,948,2.0010548523206753
109,2965,"Omega Code, The ",Action,29064.0,413,2.0012106537530268
110,1996,Poltergeist III ,"Horror,Thriller",10306.0,1107,2.0067750677506777
111,3695,"Toxic Avenger Part III: The Last Temptation of Toxie, The ","Comedy,Horror",28169.0,309,2.01294498381877
112,5609,Ballistic: Ecks vs. Sever ,"Action,Thriller",10550.0,663,2.018099547511312
113,4566,American Ninja 2: The Confrontation ,"Action,Adventure",25678.0,268,2.0205223880597014
114,1681,Mortal Kombat: Annihilation ,"Action,Adventure,Fantasy",9823.0,2023,2.023232822540781
115,7175,Torque ,"Action,Crime",10718.0,301,2.024916943521595
116,5841,Return to the Blue Lagoon ,"Adventure,Romance",13888.0,494,2.026315789473684
117,5691,Jason Goes to Hell: The Final Friday ,"Action,Horror",10285.0,478,2.028242677824268
118,5523,"Adventures of Pluto Nash, The ","Action,Adventure,Comedy,Sci-Fi",11692.0,681,2.0330396475770924
119,8363,Soul Plane ,Comedy,12657.0,312,2.03525641025641
120,7117,Leprechaun ,"Comedy,Horror",11811.0,419,2.035799522673031
121,2265,Nothing But Trouble ,"Adventure,Comedy",11933.0,661,2.0408472012102874
122,3690,Porky's Revenge ,Comedy,23919.0,769,2.043563068920676
123,4502,Ernest Saves Christmas ,"Children,Comedy",26386.0,732,2.046448087431694
124,5962,Body of Evidence ,"Drama,Thriller",2149.0,384,2.0481770833333335
125,3774,House Party 2 ,"Comedy,Drama,Romance",16096.0,324,2.0540123456790123
126,2903,Psycho III ,"Horror,Thriller",12662.0,729,2.05761316872428
127,2798,Problem Child ,"Children,Comedy",11077.0,1703,2.058132706987669
128,3054,Pokémon: The First Movie ,"Adventure,Animation,Children,Fantasy,Sci-Fi",10228.0,1478,2.058186738836265
129,2381,Police Academy 4: Citizens on Patrol ,"Comedy,Crime",10587.0,2722,2.058596620132256
130,5476,Halloween: Resurrection (Halloween 8) ,"Horror,Thriller",11442.0,583,2.0591766723842198
131,3689,Porky's II: The Next Day ,Comedy,19698.0,924,2.061688311688312
132,4123,Ishtar ,Comedy,12704.0,510,2.0617647058823527
133,31431,Boogeyman ,"Drama,Horror,Mystery,Thriller",8968.0,368,2.0652173913043477
134,3997,Dungeons & Dragons ,"Adventure,Fantasy",11849.0,2047,2.0703468490473864
135,1499,Anaconda ,"Action,Adventure,Thriller",9360.0,5781,2.0752464971458227
136,1988,Hello Mary Lou: Prom Night II ,Horror,39929.0,305,2.077049180327869
137,5323,Jason X ,"Horror,Sci-Fi,Thriller",11470.0,938,2.079957356076759
138,546,Super Mario Bros. ,"Action,Adventure,Children,Comedy,Fantasy,Sci-Fi",9607.0,5554,2.0803925099027727
139,4483,Caddyshack II ,Comedy,18509.0,731,2.084815321477428
140,5106,Crossroads ,"Comedy,Musical,Romance",17130.0,1146,2.0850785340314135
143,1979,Friday the 13th Part VI: Jason Lives ,Horror,10225.0,1191,2.089840470193115
144,1867,Tarzan and the Lost City ,"Action,Adventure",38618.0,261,2.0900383141762453
145,2338,I Still Know What You Did Last Summer ,"Horror,Mystery,Thriller",3600.0,4220,2.0946682464454978
146,3767,Missing in Action 2: The Beginning ,"Action,War",12764.0,464,2.0969827586206895
147,3768,Braddock: Missing in Action III ,"Action,War",27352.0,376,2.098404255319149
148,3877,Supergirl ,"Action,Adventure,Fantasy",9651.0,1211,2.1007431874483897
149,1862,Species II ,"Horror,Sci-Fi",10216.0,2061,2.1048034934497815
150,5585,Ernest Scared Stupid ,Comedy,32685.0,477,2.1048218029350103
151,2053,"Honey, I Blew Up the Kid ","Children,Comedy,Sci-Fi",11158.0,4509,2.108671545797294
152,7259,You Got Served ,"Drama,Musical",14114.0,283,2.1095406360424027
153,4845,Corky Romano ,"Comedy,Crime",17708.0,761,2.1110381077529565
154,2514,Pet Sematary II ,"Comedy,Horror",10906.0,1003,2.1166500498504486
155,6996,Highlander II: The Quickening ,"Action,Sci-Fi",8010.0,1206,2.1194029850746268
156,737,Barb Wire ,"Action,Sci-Fi",11867.0,4519,2.1223722062403185
157,1976,Friday the 13th Part 3: 3D ,Horror,9728.0,1350,2.1233333333333335
158,2450,Howard the Duck ,"Adventure,Comedy,Sci-Fi",10658.0,3741,2.1257685110932907
159,2720,Inspector Gadget ,"Action,Adventure,Children,Comedy",332.0,3847,2.127891863789966
160,3662,Puppet Master III: Toulon's Revenge ,"Horror,Sci-Fi,Thriller",26956.0,323,2.130030959752322
161,34530,Deuce Bigalow: European Gigolo ,Comedy,11453.0,592,2.133445945945946
162,4255,Freddy Got Fingered ,Comedy,13166.0,1550,2.1351612903225807
163,1986,Halloween 5: The Revenge of Michael Myers ,Horror,11361.0,915,2.136065573770492
164,7345,Agent Cody Banks 2: Destination London ,"Action,Adventure,Children,Comedy",17047.0,343,2.1370262390670556
165,470,House Party 3 ,Comedy,16097.0,463,2.139308855291577
166,3908,Urban Legends: Final Cut ,Horror,12212.0,1107,2.142728093947606
167,2315,Bride of Chucky (Child's Play 4) ,"Comedy,Horror,Thriller",11932.0,1658,2.1432448733413754
168,66,Lawnmower Man 2: Beyond Cyberspace ,"Action,Sci-Fi,Thriller",11525.0,2371,2.144242935470266
169,5584,Ernest Goes to Jail ,Comedy,18943.0,503,2.146123260437376
170,2568,"Mod Squad, The ","Action,Crime",16379.0,1462,2.1484268125854995
171,2196,Knock Off ,Action,37498.0,320,2.1484375
172,2113,Graveyard Shift (Stephen King's Graveyard Shift) ,"Horror,Thriller",19158.0,515,2.152427184466019
173,2422,"Karate Kid, Part III, The ","Action,Adventure,Children,Drama",10495.0,3683,2.1553081726853107
174,4104,Ernest Goes to Camp ,Comedy,18935.0,1044,2.1556513409961684
175,3440,Teenage Mutant Ninja Turtles III ,"Action,Adventure,Children,Comedy,Fantasy",1499.0,1931,2.1589849818746765
176,2549,Wing Commander ,"Action,Sci-Fi",10350.0,1607,2.1645924082140633
177,44759,Basic Instinct 2 ,"Crime,Drama,Mystery,Thriller",3093.0,415,2.1674698795180722
178,4143,Valentine ,"Horror,Mystery",10984.0,661,2.167927382753404
179,3064,Poison Ivy: New Seduction ,"Drama,Thriller",18222.0,442,2.170814479638009
180,4254,Crocodile Dundee in Los Angeles ,"Comedy,Drama",9290.0,1567,2.1710274409700063
181,2380,Police Academy 3: Back in Training ,"Comedy,Crime",12118.0,2765,2.1721518987341772
182,3661,Puppet Master II ,"Horror,Sci-Fi,Thriller",26954.0,335,2.1731343283582087
183,3432,Death Wish 3 ,"Action,Drama",24873.0,430,2.1732558139534883
184,1562,Batman & Robin ,"Action,Adventure,Fantasy,Thriller",415.0,9144,2.1846019247594053
185,5694,Staying Alive ,"Comedy,Drama,Musical",10805.0,451,2.1851441241685143
186,3392,She-Devil ,Comedy,11157.0,1013,2.186080947680158
187,1977,Friday the 13th Part IV: The Final Chapter ,Horror,9730.0,1246,2.191011235955056
188,8967,Seed of Chucky (Child's Play 5) ,"Comedy,Horror",11249.0,304,2.192434210526316
189,6153,Zapped! ,"Comedy,Sci-Fi",23943.0,280,2.194642857142857
190,1972,"Nightmare on Elm Street 5: The Dream Child, A ",Horror,10160.0,1416,2.196680790960452
191,519,RoboCop 3 ,"Action,Crime,Drama,Sci-Fi,Thriller",5550.0,4812,2.19690357439734
192,3391,Who's That Girl? ,Comedy,26827.0,678,2.198377581120944
193,2412,Rocky V ,"Action,Drama",1375.0,3565,2.202524544179523
194,2548,"Rage: Carrie 2, The ",Horror,7341.0,818,2.2139364303178484
195,2748,Allan Quatermain and the Lost City of Gold ,"Action,Adventure,Comedy",9710.0,949,2.216016859852476
196,7369,Scooby-Doo 2: Monsters Unleashed ,"Action,Adventure,Children,Comedy,Mystery",11024.0,723,2.2164591977869987
197,1750,Star Kid ,"Adventure,Children,Fantasy,Sci-Fi",54007.0,353,2.2195467422096318
198,3286,Snow Day ,Comedy,15489.0,774,2.2228682170542635
199,3401,Baby... Secret of the Lost Legend ,"Adventure,Sci-Fi",19736.0,589,2.2275042444821733
200,5053,Blankman ,Comedy,20678.0,482,2.229253112033195
201,4215,Revenge of the Nerds II: Nerds in Paradise ,Comedy,16889.0,1074,2.2304469273743015
202,193,Showgirls ,Drama,10802.0,7464,2.2340568060021435
203,58315,"Love Guru, The ",Comedy,12177.0,410,2.234146341463415
204,3961,Ghoulies ,Horror,18498.0,510,2.23921568627451
205,1863,Major League: Back to the Minors ,Comedy,9771.0,1033,2.2405614714424007
206,8978,Christmas with the Kranks ,"Children,Comedy",13673.0,386,2.2409326424870466
207,1456,"Pest, The ",Comedy,17949.0,525,2.242857142857143
208,4493,Critters 2: The Main Course ,"Comedy,Horror,Sci-Fi",10127.0,352,2.242897727272727
209,870,Gone Fishin' ,Comedy,9054.0,465,2.2440860215053764
210,1992,Child's Play 2 ,"Horror,Thriller",11186.0,1189,2.2451640033641715
211,3563,"Crow: Salvation, The ","Action,Horror",9456.0,432,2.2453703703703702
212,4397,Cannonball Run II ,"Action,Comedy",11950.0,597,2.245393634840871
213,6485,Rugrats Go Wild! ,"Adventure,Animation,Children,Comedy",20694.0,275,2.247272727272727
214,2460,"Texas Chainsaw Massacre 2, The ",Horror,16337.0,809,2.2478368355995055
215,3031,Repossessed ,Comedy,11510.0,348,2.2485632183908044
216,8372,Garfield: The Movie ,"Animation,Children,Comedy",8920.0,1080,2.252314814814815
217,4340,"Animal, The ",Comedy,11090.0,1507,2.254810882548109
218,82095,Skyline ,"Sci-Fi,Thriller",42684.0,311,2.2556270096463025
219,3710,Action Jackson ,"Action,Comedy,Crime,Thriller",10117.0,786,2.258269720101781
221,3821,Nutty Professor II: The Klumps ,Comedy,12107.0,2727,2.25999266593326
222,1839,My Giant ,Comedy,47881.0,522,2.260536398467433
223,3754,"Adventures of Rocky and Bullwinkle, The ","Adventure,Animation,Children,Comedy,Fantasy",17711.0,1564,2.261828644501279
224,7016,Over the Top ,"Action,Drama",1825.0,391,2.2634271099744248
225,2566,Doug's 1st Movie ,"Animation,Children",16508.0,277,2.2635379061371843
226,3953,Dr. T and the Women ,"Comedy,Romance",10763.0,1336,2.2642215568862274
227,1973,"Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead, A) ",Horror,11284.0,1358,2.2658321060382915
228,43558,Big Momma's House 2 ,"Action,Comedy,Crime",11565.0,366,2.2663934426229506
229,4158,Monkeybone ,"Animation,Comedy,Fantasy",23685.0,935,2.266844919786096
230,6464,Good Burger ,"Children,Comedy",14817.0,445,2.269662921348315
231,3797,"In Crowd, The ",Thriller,36047.0,259,2.272200772200772
232,5442,V. I. Warshawski ,"Action,Comedy,Crime",41805.0,406,2.2758620689655173
233,291,Poison Ivy II ,"Drama,Thriller",18220.0,656,2.276676829268293
234,5564,Swimfan ,Thriller,20616.0,646,2.277863777089783
235,1855,Krippendorf's Tribe ,Comedy,31220.0,796,2.2782663316582914
236,2456,"Fly II, The ","Horror,Sci-Fi",10344.0,1788,2.278523489932886
237,3190,Supernova ,"Adventure,Sci-Fi,Thriller",10384.0,1021,2.279138099902057
239,5213,"Oh, God! Book II ",Comedy,38147.0,304,2.2796052631578947
240,2149,House II: The Second Story ,"Comedy,Fantasy,Horror",37530.0,654,2.279816513761468
241,59014,Superhero Movie ,"Action,Comedy,Sci-Fi",11918.0,393,2.28117048346056
242,3694,"Toxic Avenger, Part II, The ","Comedy,Horror",28165.0,377,2.282493368700265
243,1497,Double Team ,Action,9405.0,705,2.282978723404255
244,169,Free Willy 2: The Adventure Home ,"Adventure,Children,Drama",9073.0,3358,2.283650982727814
245,502,"Next Karate Kid, The ","Action,Children,Romance",11231.0,3642,2.2840472267984624
246,5096,Baby's Day Out ,Comedy,11212.0,518,2.284749034749035
247,4580,Cyborg ,"Action,Sci-Fi",10134.0,525,2.2876190476190477
248,255,"Jerky Boys, The ",Comedy,18713.0,1081,2.287696577243293
249,4265,Driven ,"Action,Thriller",10477.0,1212,2.2896039603960396
250,27618,"Sound of Thunder, A ","Action,Adventure,Drama,Sci-Fi,Thriller",10077.0,255,2.292156862745098
251,2701,Wild Wild West ,"Action,Comedy,Sci-Fi,Western",8487.0,11038,2.292716071752129
252,2886,"Adventures of Elmo in Grouchland, The ","Children,Comedy",16112.0,377,2.2944297082228116
253,1336,Body Parts ,"Horror,Thriller",32146.0,450,2.2955555555555556
254,31422,Are We There Yet? ,"Children,Comedy",11637.0,323,2.2956656346749225
255,3024,Piranha ,"Horror,Sci-Fi",24831.0,976,2.2971311475409837
256,4748,3 Ninjas ,"Action,Children,Comedy",16314.0,1046,2.297323135755258
257,4516,Johnny Be Good ,Comedy,20443.0,272,2.2996323529411766
258,5305,Return of the Killer Tomatoes! ,"Comedy,Horror,Sci-Fi",15482.0,292,2.3013698630136985
259,5048,Snow Dogs ,"Adventure,Children,Comedy",11888.0,604,2.3038079470198674
260,6249,Boat Trip ,Comedy,9557.0,341,2.304985337243402
261,78174,Sex and the City 2 ,"Comedy,Drama,Romance",37786.0,387,2.306201550387597
262,473,In the Army Now ,"Comedy,War",12475.0,1364,2.307184750733138
263,888,Land Before Time III: The Time of the Great Giving ,"Adventure,Animation,Children,Musical",19004.0,720,2.3090277777777777
264,2552,My Boyfriend's Back ,Comedy,31503.0,288,2.310763888888889
265,1869,Black Dog ,"Action,Thriller",18316.0,444,2.310810810810811
266,5310,Transylvania 6-5000 ,"Comedy,Horror",25133.0,356,2.311797752808989
267,126,"NeverEnding Story III, The ","Adventure,Children,Fantasy",27793.0,1376,2.312136627906977
268,3975,Lucky Numbers ,"Comedy,Drama",10783.0,477,2.3123689727463312
269,2525,Alligator ,"Action,Horror,Sci-Fi",33518.0,764,2.31348167539267
270,4200,Double Impact ,Action,9594.0,591,2.313874788494078
271,4676,Troop Beverly Hills ,Comedy,22102.0,791,2.3147914032869785
272,1439,Meet Wally Sparks ,Comedy,40506.0,335,2.3149253731343284
273,4735,Ghosts of Mars ,"Horror,Sci-Fi,Thriller",10016.0,1300,2.315769230769231
274,2835,Chill Factor ,"Action,Adventure,Comedy,Thriller",2162.0,461,2.319956616052061
275,634,Theodore Rex ,Comedy,36259.0,334,2.320359281437126
276,1445,McHale's Navy ,"Comedy,War",14908.0,1290,2.3209302325581396
277,33158,xXx: State of the Union ,"Action,Crime,Thriller",11679.0,773,2.3234152652005173
278,62912,High School Musical 3: Senior Year ,Musical,11887.0,272,2.3253676470588234
279,2498,My Favorite Martian ,"Comedy,Sci-Fi",9849.0,865,2.3260115606936416
280,430,Calendar Girl ,"Comedy,Drama",117553.0,252,2.3273809523809526
281,6166,Dennis the Menace ,Comedy,12139.0,1153,2.329141370338248
282,3299,Hanging Up ,"Comedy,Drama",10385.0,852,2.32981220657277
283,2979,Body Shots ,Drama,14484.0,321,2.3302180685358254
284,1606,Kull the Conqueror ,"Action,Adventure",17832.0,855,2.3304093567251463
285,5458,Like Mike ,"Children,Comedy,Fantasy",21972.0,386,2.33160621761658
286,1592,Air Bud ,"Children,Comedy",20737.0,1375,2.332
287,747,"Stupids, The ",Comedy,16299.0,1084,2.3325645756457565
288,4127,"Like Father, Like Son ",Comedy,36914.0,305,2.3327868852459015
289,4635,Pink Cadillac ,"Action,Comedy,Drama",20006.0,402,2.3333333333333335
290,51937,"Hills Have Eyes II, The ","Horror,Thriller",9793.0,334,2.3338323353293413
291,8531,White Chicks ,"Action,Comedy,Crime",12153.0,1177,2.3343245539507222
292,1105,Children of the Corn IV: The Gathering ,Horror,25750.0,922,2.3345986984815617
293,2119,Maximum Overdrive ,Horror,9980.0,1260,2.3361111111111112
294,3238,Eye of the Beholder ,Thriller,18681.0,1254,2.3361244019138754
295,6158,"Jungle Book 2, The ","Animation,Children",14873.0,252,2.3373015873015874
296,1985,Halloween 4: The Return of Michael Myers ,Horror,11357.0,974,2.3382956878850103
297,2448,Virus ,"Horror,Sci-Fi",9423.0,1385,2.339350180505415
298,2036,Blank Check ,"Children,Comedy",13962.0,1074,2.339851024208566
299,7448,Envy ,Comedy,10710.0,519,2.3429672447013488
300,6725,Sgt. Pepper's Lonely Hearts Club Band ,"Adventure,Musical",36759.0,303,2.3432343234323434
301,564,Chasers ,Comedy,24405.0,328,2.3445121951219514
302,692,Solo ,"Action,Sci-Fi,Thriller",29621.0,920,2.3445652173913043
303,4899,Black Knight ,"Adventure,Comedy,Fantasy",11469.0,904,2.3445796460176993
304,3824,Autumn in New York ,"Drama,Romance",10641.0,1447,2.34588804422944
305,61123,High School Musical 2 ,"Comedy,Drama,Musical,Romance",13649.0,337,2.3471810089020773
306,5309,Three Men and a Little Lady ,"Comedy,Romance",11630.0,1441,2.3473282442748094
307,4565,American Ninja ,"Action,Adventure",12500.0,564,2.347517730496454
308,7846,Tremors 3: Back to Perfection ,"Comedy,Horror,Sci-Fi",10829.0,306,2.3480392156862746
309,4222,C.H.U.D. ,Horror,23730.0,270,2.348148148148148
310,7005,King Ralph ,Comedy,10804.0,563,2.3490230905861456
311,5462,"Crocodile Hunter: Collision Course, The ","Adventure,Comedy",17043.0,381,2.3490813648293964
312,867,Carpool ,"Comedy,Crime",23945.0,335,2.3492537313432837
313,3325,"Next Best Thing, The ","Comedy,Drama",1831.0,921,2.3496199782844736
314,2777,Cobra ,Drama,38715.0,752,2.351063829787234
316,4133,Masters of the Universe ,"Action,Adventure,Fantasy,Sci-Fi",11649.0,1319,2.3517816527672477
317,1987,Prom Night ,Horror,36599.0,773,2.355109961190168
319,3956,Lost Souls ,"Drama,Horror,Thriller",10383.0,599,2.3580968280467447
320,3692,Class of Nuke 'Em High ,"Comedy,Horror",26554.0,306,2.3594771241830066
321,87,Dunston Checks In ,"Children,Comedy",17414.0,976,2.3596311475409837
322,429,Cabin Boy ,Comedy,26391.0,1483,2.360418071476736
323,8815,Exorcist: The Beginning ,"Horror,Thriller",11026.0,576,2.3628472222222223
324,2868,Fright Night Part II ,Horror,18086.0,417,2.3657074340527577
325,3833,"Brain That Wouldn't Die, The ","Horror,Sci-Fi",33468.0,314,2.3662420382165603
326,4130,Maid to Order ,"Comedy,Fantasy",2608.0,451,2.3669623059866964
327,4142,Left Behind: The Movie ,"Action,Adventure,Drama,Thriller",37302.0,452,2.3694690265486726
328,2392,Jack Frost ,"Children,Comedy,Drama",9745.0,1544,2.369818652849741
331,77427,"Human Centipede, The (First Sequence) ",Horror,37169.0,279,2.370967741935484
332,78893,"Last Airbender, The ","Action,Adventure,Fantasy",10196.0,525,2.3723809523809525
333,6298,Malibu's Most Wanted ,"Comedy,Crime",13411.0,401,2.374064837905237
