,movieId,title,genres
98,100,City Hall ,Drama|Thriller
99,101,Bottle Rocket ,Adventure|Comedy|Crime|Romance
100,102,Mr. Wrong ,Comedy
101,103,Unforgettable ,Mystery|Sci-Fi|Thriller
102,104,Happy Gilmore ,Comedy
103,105,"Bridges of Madison County, The ",Drama|Romance
104,106,Nobody Loves Me (Keiner liebt mich) ,Comedy|Drama
105,107,Muppet Treasure Island ,Adventure|Children|Comedy|Musical
106,108,Catwalk ,Documentary
107,109,Headless Body in Topless Bar ,Comedy|Drama|Thriller
108,110,Braveheart ,Action|Drama|War
109,111,Taxi Driver ,Crime|Drama|Thriller
110,112,Rumble in the Bronx (Hont faan kui) ,Action|Adventure|Comedy|Crime
111,113,Before and After ,Drama|Mystery
112,114,Margaret's Museum ,Drama
113,115,"Happiness Is in the Field (Bonheur est dans le pré, Le) ",Comedy
114,116,Anne Frank Remembered ,Documentary
115,117,"Young Poisoner's Handbook, The ",Crime|Drama
116,118,If Lucy Fell ,Comedy|Romance
117,119,"Steal Big, Steal Little ",Comedy
118,120,Race the Sun ,Adventure|Comedy|Drama
119,121,"Boys of St. Vincent, The ",Drama
120,122,Boomerang ,Comedy|Romance
121,123,Chungking Express (Chung Hing sam lam) ,Drama|Mystery|Romance
122,124,"Star Maker, The (Uomo delle stelle, L') ",Drama
123,125,Flirting With Disaster ,Comedy
124,126,"NeverEnding Story III, The ",Adventure|Children|Fantasy
125,127,"Silences of the Palace, The (Saimt el Qusur) ",Drama
126,128,Jupiter's Wife ,Documentary
127,129,Pie in the Sky ,Comedy|Romance
128,130,Angela ,Drama
129,131,Frankie Starlight ,Drama|Romance
130,132,Jade ,Thriller
131,133,Nueba Yol ,Comedy|Drama
132,134,Sonic Outlaws ,Documentary
133,135,Down Periscope ,Comedy
134,136,From the Journals of Jean Seberg ,Documentary
135,137,Man of the Year ,Documentary
136,138,"Neon Bible, The ",Drama
137,139,Target ,Action|Drama
138,140,Up Close and Personal ,Drama|Romance
139,141,"Birdcage, The ",Comedy
140,142,Shadows (Cienie) ,Drama
141,143,Gospa ,Drama
142,144,"Brothers McMullen, The ",Comedy
143,145,Bad Boys ,Action|Comedy|Crime|Drama|Thriller
144,146,"Amazing Panda Adventure, The ",Adventure|Children
145,147,"Basketball Diaries, The ",Drama
146,148,"Awfully Big Adventure, An ",Drama
147,149,Amateur ,Crime|Drama|Thriller
148,150,Apollo 13 ,Adventure|Drama|IMAX
149,151,Rob Roy ,Action|Drama|Romance|War
150,152,"Addiction, The ",Drama|Horror
151,153,Batman Forever ,Action|Adventure|Comedy|Crime
152,154,Beauty of the Day (Belle de jour) ,Drama
153,155,Beyond Rangoon ,Adventure|Drama|War
154,156,Blue in the Face ,Comedy|Drama
155,157,Canadian Bacon ,Comedy|War
156,158,Casper ,Adventure|Children
157,159,Clockers ,Crime|Drama|Mystery
158,160,Congo ,Action|Adventure|Mystery|Sci-Fi
159,161,Crimson Tide ,Drama|Thriller|War
160,162,Crumb ,Documentary
161,163,Desperado ,Action|Romance|Western
162,164,Devil in a Blue Dress ,Crime|Film-Noir|Mystery|Thriller
163,165,Die Hard: With a Vengeance ,Action|Crime|Thriller
164,166,"Doom Generation, The ",Comedy|Crime|Drama
165,167,Feast of July ,Drama
166,168,First Knight ,Action|Drama|Romance
167,169,Free Willy 2: The Adventure Home ,Adventure|Children|Drama
168,170,Hackers ,Action|Adventure|Crime|Thriller
169,171,Jeffrey ,Comedy|Drama
170,172,Johnny Mnemonic ,Action|Sci-Fi|Thriller
171,173,Judge Dredd ,Action|Crime|Sci-Fi
172,174,Jury Duty ,Comedy
173,175,Kids ,Drama
174,176,Living in Oblivion ,Comedy
175,177,Lord of Illusions ,Horror
176,178,Love & Human Remains ,Comedy|Drama
177,179,Mad Love ,Drama|Romance
178,180,Mallrats ,Comedy|Romance
179,181,Mighty Morphin Power Rangers: The Movie ,Action|Children
180,182,Moonlight and Valentino ,Drama|Romance
181,183,Mute Witness ,Comedy|Horror|Thriller
182,184,Nadja ,Drama
183,185,"Net, The ",Action|Crime|Thriller
184,186,Nine Months ,Comedy|Romance
185,187,Party Girl ,Comedy
186,188,"Prophecy, The ",Fantasy|Horror|Mystery
187,189,Reckless ,Comedy|Fantasy
188,190,Safe ,Thriller
189,191,"Scarlet Letter, The ",Drama|Romance
190,192,"Show, The ",Documentary
191,193,Showgirls ,Drama
192,194,Smoke ,Comedy|Drama
193,195,Something to Talk About ,Comedy|Drama|Romance
194,196,Species ,Horror|Sci-Fi
195,197,"Stars Fell on Henrietta, The ",Drama
196,198,Strange Days ,Action|Crime|Drama|Mystery|Sci-Fi|Thriller
197,199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) ",Drama|Musical|Romance
198,200,"Tie That Binds, The ",Thriller
199,201,Three Wishes ,Drama|Fantasy
200,202,Total Eclipse ,Drama|Romance
201,203,"To Wong Foo, Thanks for Everything! Julie Newmar ",Comedy
202,204,Under Siege 2: Dark Territory ,Action
203,205,Unstrung Heroes ,Comedy|Drama
204,206,Unzipped ,Documentary
205,207,"Walk in the Clouds, A ",Drama|Romance
206,208,Waterworld ,Action|Adventure|Sci-Fi
207,209,White Man's Burden ,Drama
208,210,Wild Bill ,Western
209,211,"Browning Version, The ",Drama
210,212,Bushwhacked ,Adventure|Comedy|Crime|Mystery
211,213,Burnt by the Sun (Utomlyonnye solntsem) ,Drama
212,214,Before the Rain (Pred dozhdot) ,Drama|War
213,215,Before Sunrise ,Drama|Romance
214,216,Billy Madison ,Comedy
215,217,"Babysitter, The ",Drama|Thriller
216,218,Boys on the Side ,Comedy|Drama
217,219,"Cure, The ",Drama
218,220,Castle Freak ,Horror
219,222,Circle of Friends ,Drama|Romance
220,223,Clerks ,Comedy
221,224,Don Juan DeMarco ,Comedy|Drama|Romance
222,225,Disclosure ,Drama|Thriller
223,226,Dream Man ,Thriller
224,227,Drop Zone ,Action|Thriller
225,228,Destiny Turns on the Radio ,Comedy
226,229,Death and the Maiden ,Drama|Thriller
227,230,Dolores Claiborne ,Drama|Thriller
228,231,Dumb & Dumber (Dumb and Dumber) ,Adventure|Comedy
229,232,Eat Drink Man Woman (Yin shi nan nu) ,Comedy|Drama|Romance
230,233,Exotica ,Drama
231,234,Exit to Eden ,Comedy
232,235,Ed Wood ,Comedy|Drama
233,236,French Kiss ,Action|Comedy|Romance
234,237,Forget Paris ,Comedy|Romance
235,238,Far From Home: The Adventures of Yellow Dog ,Adventure|Children
236,239,"Goofy Movie, A ",Animation|Children|Comedy|Romance
237,240,Hideaway ,Thriller
238,241,Fluke ,Children|Drama
239,242,Farinelli: il castrato ,Drama|Musical
240,243,Gordy ,Children|Comedy|Fantasy
241,244,Gumby: The Movie ,Animation|Children
242,245,"Glass Shield, The ",Crime|Drama
243,246,Hoop Dreams ,Documentary
244,247,Heavenly Creatures ,Crime|Drama
245,248,Houseguest ,Comedy
246,249,Immortal Beloved ,Drama|Romance
247,250,Heavyweights (Heavy Weights) ,Children|Comedy
248,251,"Hunted, The ",Action
249,252,I.Q. ,Comedy|Romance
250,253,Interview with the Vampire: The Vampire Chronicles ,Drama|Horror
251,254,Jefferson in Paris ,Drama
252,255,"Jerky Boys, The ",Comedy
253,256,Junior ,Comedy|Sci-Fi
254,257,Just Cause ,Mystery|Thriller
255,258,"Kid in King Arthur's Court, A ",Adventure|Children|Comedy|Fantasy|Romance
256,259,Kiss of Death ,Crime|Drama|Thriller
257,260,Star Wars: Episode IV - A New Hope ,Action|Adventure|Sci-Fi
258,261,Little Women ,Drama
259,262,"Little Princess, A ",Children|Drama
260,263,Ladybird Ladybird ,Drama
261,264,"Enfer, L' ",Drama
262,265,Like Water for Chocolate (Como agua para chocolate) ,Drama|Fantasy|Romance
263,266,Legends of the Fall ,Drama|Romance|War|Western
264,267,Major Payne ,Comedy
265,268,Little Odessa ,Crime|Drama
266,269,My Crazy Life (Mi vida loca) ,Drama
267,270,Love Affair ,Drama|Romance
268,271,Losing Isaiah ,Drama
269,272,"Madness of King George, The ",Comedy|Drama
270,273,Mary Shelley's Frankenstein (Frankenstein) ,Drama|Horror|Sci-Fi
271,274,Man of the House ,Comedy
272,275,Mixed Nuts ,Comedy
273,276,Milk Money ,Comedy|Romance
274,277,Miracle on 34th Street ,Drama
275,278,Miami Rhapsody ,Comedy
276,279,My Family ,Drama
277,280,Murder in the First ,Drama|Thriller
278,281,Nobody's Fool ,Comedy|Drama|Romance
279,282,Nell ,Drama
280,283,New Jersey Drive ,Crime|Drama
281,284,New York Cop (Nyû Yôku no koppu) ,Action|Crime
282,285,Beyond Bedlam ,Drama|Horror
283,286,Nemesis 2: Nebula ,Action|Sci-Fi|Thriller
284,287,Nina Takes a Lover ,Comedy|Romance
285,288,Natural Born Killers ,Action|Crime|Thriller
286,289,Only You ,Comedy|Romance
287,290,Once Were Warriors ,Crime|Drama
288,291,Poison Ivy II ,Drama|Thriller
289,292,Outbreak ,Action|Drama|Sci-Fi|Thriller
290,293,Léon: The Professional (a.k.a. The Professional) (Léon) ,Action|Crime|Drama|Thriller
291,294,"Perez Family, The ",Comedy|Romance
292,295,"Pyromaniac's Love Story, A ",Comedy|Romance
293,296,Pulp Fiction ,Comedy|Crime|Drama|Thriller
294,297,Panther ,Drama
295,298,Pushing Hands (Tui shou) ,Drama
296,299,Priest ,Drama
297,300,Quiz Show ,Drama
298,301,Picture Bride (Bijo photo) ,Drama|Romance
299,302,"Queen Margot (Reine Margot, La) ",Drama|Romance
300,303,"Quick and the Dead, The ",Action|Thriller|Western
301,304,Roommates ,Comedy|Drama
302,305,Ready to Wear (Pret-A-Porter) ,Comedy
303,306,Three Colors: Red (Trois couleurs: Rouge) ,Drama
304,307,Three Colors: Blue (Trois couleurs: Bleu) ,Drama
305,308,Three Colors: White (Trzy kolory: Bialy) ,Comedy|Drama
306,309,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) ",Drama
307,310,Rent-a-Kid ,Comedy
308,311,Relative Fear ,Horror|Thriller
309,312,Stuart Saves His Family ,Comedy
310,313,"Swan Princess, The ",Animation|Children
311,314,"Secret of Roan Inish, The ",Children|Drama|Fantasy|Mystery
312,315,"Specialist, The ",Action|Drama|Thriller
313,316,Stargate ,Action|Adventure|Sci-Fi
314,317,"Santa Clause, The ",Comedy|Drama|Fantasy
315,318,"Shawshank Redemption, The ",Crime|Drama
316,319,Shallow Grave ,Comedy|Drama|Thriller
317,320,Suture ,Film-Noir|Thriller
318,321,Strawberry and Chocolate (Fresa y chocolate) ,Drama
319,322,Swimming with Sharks ,Comedy|Drama
320,324,"Sum of Us, The ",Comedy|Drama
321,325,National Lampoon's Senior Trip ,Comedy
322,326,To Live (Huozhe) ,Drama
323,327,Tank Girl ,Action|Comedy|Sci-Fi
324,328,Tales from the Crypt Presents: Demon Knight ,Horror|Thriller
325,329,Star Trek: Generations ,Adventure|Drama|Sci-Fi
326,330,Tales from the Hood ,Action|Crime|Horror
327,331,Tom & Viv ,Drama
328,332,Village of the Damned ,Horror|Sci-Fi
329,333,Tommy Boy ,Comedy
330,334,Vanya on 42nd Street ,Drama
331,335,Underneath ,Mystery|Thriller
332,336,"Walking Dead, The ",Drama|War
333,337,What's Eating Gilbert Grape ,Drama
334,338,Virtuosity ,Action|Sci-Fi|Thriller
335,339,While You Were Sleeping ,Comedy|Romance
336,340,"War, The ",Adventure|Drama|War
337,341,Double Happiness ,Drama
338,342,Muriel's Wedding ,Comedy
339,343,"Baby-Sitters Club, The ",Children
340,344,Ace Ventura: Pet Detective ,Comedy
341,345,"Adventures of Priscilla, Queen of the Desert, The ",Comedy|Drama
342,346,Backbeat ,Drama|Musical
343,347,Bitter Moon ,Drama|Film-Noir|Romance
344,348,Bullets Over Broadway ,Comedy
345,349,Clear and Present Danger ,Action|Crime|Drama|Thriller
346,350,"Client, The ",Drama|Mystery|Thriller
347,351,"Corrina, Corrina ",Comedy|Drama|Romance
348,352,Crooklyn ,Comedy|Drama
349,353,"Crow, The ",Action|Crime|Fantasy|Thriller
350,354,Cobb ,Drama
351,355,"Flintstones, The ",Children|Comedy|Fantasy
352,356,Forrest Gump ,Comedy|Drama|Romance|War
353,357,Four Weddings and a Funeral ,Comedy|Romance
354,358,Higher Learning ,Drama
355,359,I Like It Like That ,Comedy|Drama|Romance
356,360,I Love Trouble ,Action|Comedy
357,361,It Could Happen to You ,Comedy|Drama|Romance
358,362,"Jungle Book, The ",Adventure|Children|Romance
359,363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) ",Documentary
360,364,"Lion King, The ",Adventure|Animation|Children|Drama|Musical|IMAX
361,365,Little Buddha ,Drama
362,366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) ",Drama|Horror|Mystery|Thriller
363,367,"Mask, The ",Action|Comedy|Crime|Fantasy
364,368,Maverick ,Adventure|Comedy|Western
365,369,Mrs. Parker and the Vicious Circle ,Drama
366,370,Naked Gun 33 1/3: The Final Insult ,Action|Comedy
367,371,"Paper, The ",Comedy|Drama
368,372,Reality Bites ,Comedy|Drama|Romance
369,373,Red Rock West ,Thriller
370,374,Richie Rich ,Children|Comedy
371,375,Safe Passage ,Drama
372,376,"River Wild, The ",Action|Thriller
373,377,Speed ,Action|Romance|Thriller
374,378,Speechless ,Comedy|Romance
375,379,Timecop ,Action|Sci-Fi|Thriller
376,380,True Lies ,Action|Adventure|Comedy|Romance|Thriller
377,381,When a Man Loves a Woman ,Drama|Romance
378,382,Wolf ,Drama|Horror|Romance|Thriller
379,383,Wyatt Earp ,Western
380,384,Bad Company ,Action|Crime|Drama
381,385,"Man of No Importance, A ",Drama
382,386,S.F.W. ,Drama
383,387,"Low Down Dirty Shame, A ",Action|Comedy
384,388,Boys Life ,Drama
385,389,"Colonel Chabert, Le ",Drama|Romance|War
386,390,Faster Pussycat! Kill! Kill! ,Action|Crime|Drama
387,391,Jason's Lyric ,Crime|Drama
388,392,"Secret Adventures of Tom Thumb, The ",Adventure|Animation
389,393,Street Fighter ,Action|Adventure|Fantasy
390,394,Coldblooded ,Comedy
391,395,Desert Winds ,Drama|Fantasy|Romance
392,396,Fall Time ,Drama
393,397,"Fear, The ",Horror
394,398,Frank and Ollie ,Documentary
395,399,Girl in the Cadillac ,Drama
396,400,Homage ,Drama
397,401,Mirage ,Action|Thriller
398,402,Open Season ,Comedy
399,403,Two Crimes (Dos crímenes) ,Comedy|Crime|Drama
400,404,Brother Minister: The Assassination of Malcolm X ,Documentary
401,405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) ,Action|Fantasy
402,406,Federal Hill ,Drama
403,407,In the Mouth of Madness ,Horror|Thriller
404,408,8 Seconds ,Drama
405,409,Above the Rim ,Crime|Drama
406,410,Addams Family Values ,Children|Comedy|Fantasy
407,411,Martin Lawrence: You So Crazy ,Comedy|Documentary
408,412,"Age of Innocence, The ",Drama
409,413,Airheads ,Comedy
410,414,"Air Up There, The ",Comedy
411,415,Another Stakeout ,Comedy|Thriller
412,416,Bad Girls ,Western
413,417,Barcelona ,Comedy|Romance
414,418,Being Human ,Drama
415,419,"Beverly Hillbillies, The ",Comedy
416,420,Beverly Hills Cop III ,Action|Comedy|Crime|Thriller
417,421,Black Beauty ,Adventure|Children|Drama
418,422,Blink ,Thriller
419,423,Blown Away ,Action|Thriller
420,424,Blue Chips ,Drama
421,425,Blue Sky ,Drama|Romance
422,426,Body Snatchers ,Horror|Sci-Fi|Thriller
423,427,Boxing Helena ,Drama|Mystery|Romance|Thriller
424,428,"Bronx Tale, A ",Drama
425,429,Cabin Boy ,Comedy
426,430,Calendar Girl ,Comedy|Drama
427,431,Carlito's Way ,Crime|Drama
428,432,City Slickers II: The Legend of Curly's Gold ,Adventure|Comedy|Western
429,433,Clean Slate ,Comedy
430,434,Cliffhanger ,Action|Adventure|Thriller
431,435,Coneheads ,Comedy|Sci-Fi
432,436,Color of Night ,Drama|Thriller
433,437,Cops and Robbersons ,Comedy
434,438,"Cowboy Way, The ",Action|Comedy|Drama
435,439,Dangerous Game ,Drama
436,440,Dave ,Comedy|Romance
437,441,Dazed and Confused ,Comedy
438,442,Demolition Man ,Action|Adventure|Sci-Fi
439,443,"Endless Summer 2, The ",Adventure|Documentary
440,444,Even Cowgirls Get the Blues ,Comedy|Romance
441,445,Fatal Instinct ,Comedy
442,446,Farewell My Concubine (Ba wang bie ji) ,Drama|Romance
443,447,"Favor, The ",Comedy|Romance
444,448,Fearless ,Drama
445,449,Fear of a Black Hat ,Comedy
446,450,With Honors ,Comedy|Drama
447,451,Flesh and Bone ,Drama|Mystery|Romance
448,452,Widows' Peak ,Drama
449,453,For Love or Money ,Comedy|Romance
450,454,"Firm, The ",Drama|Thriller
451,455,Free Willy ,Adventure|Children|Drama
452,456,Fresh ,Crime|Drama|Thriller
453,457,"Fugitive, The ",Thriller
454,458,Geronimo: An American Legend ,Drama|Western
455,459,"Getaway, The ",Action|Adventure|Crime|Drama|Romance|Thriller
456,460,Getting Even with Dad ,Comedy
457,461,Go Fish ,Drama|Romance
458,462,"Good Man in Africa, A ",Action|Adventure
459,463,Guilty as Sin ,Crime|Drama|Thriller
460,464,Hard Target ,Action|Adventure|Crime|Thriller
461,465,Heaven & Earth ,Action|Drama|War
462,466,Hot Shots! Part Deux ,Action|Comedy|War
463,467,Live Nude Girls ,Comedy
464,468,"Englishman Who Went Up a Hill But Came Down a Mountain, The ",Comedy|Romance
465,469,"House of the Spirits, The ",Drama|Romance
466,470,House Party 3 ,Comedy
467,471,"Hudsucker Proxy, The ",Comedy
468,472,I'll Do Anything ,Comedy|Drama
469,473,In the Army Now ,Comedy|War
470,474,In the Line of Fire ,Action|Thriller
471,475,In the Name of the Father ,Drama
472,476,"Inkwell, The ",Comedy|Drama
473,477,What's Love Got to Do with It? ,Drama|Musical
474,478,Jimmy Hollywood ,Comedy|Crime|Drama
475,479,Judgment Night ,Action|Crime|Thriller
476,480,Jurassic Park ,Action|Adventure|Sci-Fi|Thriller
477,481,Kalifornia ,Drama|Thriller
478,482,Killing Zoe ,Crime|Drama|Thriller
479,483,King of the Hill ,Drama
480,484,Lassie ,Adventure|Children
481,485,Last Action Hero ,Action|Adventure|Comedy|Fantasy
482,486,Life with Mikey ,Comedy
483,487,Lightning Jack ,Comedy|Western
484,488,M. Butterfly ,Drama|Romance
485,489,Made in America ,Comedy
486,490,Malice ,Thriller
487,491,"Man Without a Face, The ",Drama
488,492,Manhattan Murder Mystery ,Comedy|Mystery
489,493,Menace II Society ,Action|Crime|Drama
490,494,Executive Decision ,Action|Adventure|Thriller
491,495,In the Realm of the Senses (Ai no corrida) ,Drama
492,496,What Happened Was... ,Comedy|Drama|Romance|Thriller
493,497,Much Ado About Nothing ,Comedy|Romance
494,498,Mr. Jones ,Drama|Romance
495,499,Mr. Wonderful ,Comedy|Romance
496,500,Mrs. Doubtfire ,Comedy|Drama
497,501,Naked ,Drama
498,502,"Next Karate Kid, The ",Action|Children|Romance
499,503,"New Age, The ",Drama
500,504,No Escape ,Action|Drama|Sci-Fi
501,505,North ,Comedy
502,506,Orlando ,Drama|Fantasy|Romance
503,507,"Perfect World, A ",Crime|Drama|Thriller
504,508,Philadelphia ,Drama
505,509,"Piano, The ",Drama|Romance
506,510,Poetic Justice ,Drama
507,511,"Program, The ",Action|Drama
508,512,"Puppet Masters, The ",Horror|Sci-Fi
509,513,Radioland Murders ,Comedy|Mystery|Romance
510,514,"Ref, The ",Comedy
511,515,"Remains of the Day, The ",Drama|Romance
512,516,Renaissance Man ,Comedy|Drama
513,517,Rising Sun ,Action|Drama|Mystery
514,518,"Road to Wellville, The ",Comedy
515,519,RoboCop 3 ,Action|Crime|Drama|Sci-Fi|Thriller
516,520,Robin Hood: Men in Tights ,Comedy
517,521,Romeo Is Bleeding ,Crime|Thriller
518,522,Romper Stomper ,Action|Drama
519,523,Ruby in Paradise ,Drama
520,524,Rudy ,Drama
521,525,"Saint of Fort Washington, The ",Drama
522,526,"Savage Nights (Nuits fauves, Les) ",Drama
523,527,Schindler's List ,Drama|War
524,528,"Scout, The ",Comedy|Drama
525,529,Searching for Bobby Fischer ,Drama
526,530,Second Best ,Drama
527,531,"Secret Garden, The ",Children|Drama
528,532,Serial Mom ,Comedy|Crime|Horror
529,533,"Shadow, The ",Action|Adventure|Fantasy|Mystery
530,534,Shadowlands ,Drama|Romance
531,535,Short Cuts ,Drama
532,536,"Simple Twist of Fate, A ",Drama
533,537,Sirens ,Drama
534,538,Six Degrees of Separation ,Drama
535,539,Sleepless in Seattle ,Comedy|Drama|Romance
536,540,Sliver ,Thriller
537,541,Blade Runner ,Action|Sci-Fi|Thriller
538,542,Son in Law ,Comedy|Drama|Romance
539,543,So I Married an Axe Murderer ,Comedy|Romance|Thriller
540,544,Striking Distance ,Action|Crime
541,545,Harem ,Drama
542,546,Super Mario Bros. ,Action|Adventure|Children|Comedy|Fantasy|Sci-Fi
543,547,Surviving the Game ,Action|Adventure|Thriller
544,548,Terminal Velocity ,Action|Mystery|Thriller
545,549,Thirty-Two Short Films About Glenn Gould ,Drama|Musical
546,550,Threesome ,Comedy|Romance
547,551,"Nightmare Before Christmas, The ",Animation|Children|Fantasy|Musical
548,552,"Three Musketeers, The ",Action|Adventure|Comedy|Romance
549,553,Tombstone ,Action|Drama|Western
550,554,Trial by Jury ,Crime|Drama|Thriller
551,555,True Romance ,Crime|Thriller
552,556,"War Room, The ",Documentary
553,558,"Pagemaster, The ",Action|Adventure|Animation|Children|Fantasy
554,559,"Paris, France ",Comedy
555,560,"Beans of Egypt, Maine, The ",Drama
556,561,Killer (Bulletproof Heart) ,Drama|Thriller
557,562,Welcome to the Dollhouse ,Comedy|Drama
558,563,Germinal ,Drama|Romance
559,564,Chasers ,Comedy
560,565,Cronos ,Drama|Horror
561,566,Naked in New York ,Comedy|Romance
562,567,Kika ,Comedy|Drama
563,568,Bhaji on the Beach ,Comedy|Drama
564,569,Little Big League ,Comedy|Drama
565,570,"Slingshot, The (Kådisbellan) ",Comedy|Drama
566,571,"Wedding Gift, The ",Drama|Romance
567,572,Foreign Student ,Drama
568,573,"Ciao, Professore! (Io speriamo che me la cavo) ",Drama
569,574,Spanking the Monkey ,Comedy|Drama
570,575,"Little Rascals, The ",Children|Comedy
571,576,Fausto ,Comedy
572,577,Andre ,Adventure|Children|Drama
573,579,"Escort, The (Scorta, La) ",Crime|Thriller
574,580,Princess Caraboo ,Drama
575,581,"Celluloid Closet, The ",Documentary
576,582,Métisse (Café au Lait) ,Comedy|Drama
577,583,Dear Diary (Caro Diario) ,Comedy|Drama
578,584,I Don't Want to Talk About It (De eso no se habla) ,Drama|Romance
579,585,"Brady Bunch Movie, The ",Comedy
580,586,Home Alone ,Children|Comedy
581,587,Ghost ,Comedy|Drama|Fantasy|Romance|Thriller
582,588,Aladdin ,Adventure|Animation|Children|Comedy|Musical
583,589,Terminator 2: Judgment Day ,Action|Sci-Fi
