,movieId,title,genres,tmdbId
158,160,Congo ,"Action,Adventure,Mystery,Sci-Fi",10329.0
159,161,Crimson Tide ,"Drama,Thriller,War",8963.0
160,162,Crumb ,Documentary,26564.0
161,163,Desperado ,"Action,Romance,Western",8068.0
162,164,Devil in a Blue Dress ,"Crime,Film-Noir,Mystery,Thriller",8512.0
163,165,Die Hard: With a Vengeance ,"Action,Crime,Thriller",1572.0
164,166,"Doom Generation, The ","Comedy,Crime,Drama",13552.0
165,167,Feast of July ,Drama,259209.0
166,168,First Knight ,"Action,Drama,Romance",6520.0
167,169,Free Willy 2: The Adventure Home ,"Adventure,Children,Drama",9073.0
168,170,Hackers ,"Action,Adventure,Crime,Thriller",10428.0
169,171,Jeffrey ,"Comedy,Drama",17447.0
170,172,Johnny Mnemonic ,"Action,Sci-Fi,Thriller",9886.0
171,173,Judge Dredd ,"Action,Crime,Sci-Fi",9482.0
172,174,Jury Duty ,Comedy,19326.0
173,175,Kids ,Drama,9344.0
174,176,Living in Oblivion ,Comedy,9071.0
175,177,Lord of Illusions ,Horror,8973.0
176,178,Love & Human Remains ,"Comedy,Drama",15730.0
177,179,Mad Love ,"Drama,Romance",47608.0
178,180,Mallrats ,"Comedy,Romance",2293.0
179,181,Mighty Morphin Power Rangers: The Movie ,"Action,Children",9070.0
180,182,Moonlight and Valentino ,"Drama,Romance",68274.0
181,183,Mute Witness ,"Comedy,Horror,Thriller",48787.0
182,184,Nadja ,Drama,34574.0
183,185,"Net, The ","Action,Crime,Thriller",1642.0
184,186,Nine Months ,"Comedy,Romance",11472.0
185,187,Party Girl ,Comedy,36196.0
186,188,"Prophecy, The ","Fantasy,Horror,Mystery",11980.0
187,189,Reckless ,"Comedy,Fantasy",58372.0
188,190,Safe ,Thriller,32646.0
189,191,"Scarlet Letter, The ","Drama,Romance",10533.0
190,192,"Show, The ",Documentary,56088.0
191,193,Showgirls ,Drama,10802.0
192,194,Smoke ,"Comedy,Drama",10149.0
193,195,Something to Talk About ,"Comedy,Drama,Romance",18402.0
194,196,Species ,"Horror,Sci-Fi",9348.0
195,197,"Stars Fell on Henrietta, The ",Drama,139408.0
196,198,Strange Days ,"Action,Crime,Drama,Mystery,Sci-Fi,Thriller",281.0
197,199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) ","Drama,Musical,Romance",5967.0
198,200,"Tie That Binds, The ",Thriller,79593.0
199,201,Three Wishes ,"Drama,Fantasy",47939.0
200,202,Total Eclipse ,"Drama,Romance",36834.0
201,203,"To Wong Foo, Thanks for Everything! Julie Newmar ",Comedy,9090.0
202,204,Under Siege 2: Dark Territory ,Action,3512.0
203,205,Unstrung Heroes ,"Comedy,Drama",52856.0
204,206,Unzipped ,Documentary,77350.0
205,207,"Walk in the Clouds, A ","Drama,Romance",9560.0
206,208,Waterworld ,"Action,Adventure,Sci-Fi",9804.0
207,209,White Man's Burden ,Drama,31611.0
208,210,Wild Bill ,Western,65796.0
209,211,"Browning Version, The ",Drama,49805.0
210,212,Bushwhacked ,"Adventure,Comedy,Crime,Mystery",26258.0
211,213,Burnt by the Sun (Utomlyonnye solntsem) ,Drama,50797.0
212,214,Before the Rain (Pred dozhdot) ,"Drama,War",19155.0
213,215,Before Sunrise ,"Drama,Romance",76.0
214,216,Billy Madison ,Comedy,11017.0
215,217,"Babysitter, The ","Drama,Thriller",37141.0
216,218,Boys on the Side ,"Comedy,Drama",9382.0
217,219,"Cure, The ",Drama,6715.0
218,220,Castle Freak ,Horror,18256.0
219,222,Circle of Friends ,"Drama,Romance",22625.0
220,223,Clerks ,Comedy,2292.0
221,224,Don Juan DeMarco ,"Comedy,Drama,Romance",1909.0
222,225,Disclosure ,"Drama,Thriller",8984.0
223,226,Dream Man ,Thriller,61813.0
224,227,Drop Zone ,"Action,Thriller",4954.0
225,228,Destiny Turns on the Radio ,Comedy,62488.0
226,229,Death and the Maiden ,"Drama,Thriller",10531.0
227,230,Dolores Claiborne ,"Drama,Thriller",11929.0
228,231,Dumb & Dumber (Dumb and Dumber) ,"Adventure,Comedy",8467.0
229,232,Eat Drink Man Woman (Yin shi nan nu) ,"Comedy,Drama,Romance",10451.0
230,233,Exotica ,Drama,20156.0
231,234,Exit to Eden ,Comedy,18395.0
232,235,Ed Wood ,"Comedy,Drama",522.0
233,236,French Kiss ,"Action,Comedy,Romance",397.0
234,237,Forget Paris ,"Comedy,Romance",10525.0
235,238,Far From Home: The Adventures of Yellow Dog ,"Adventure,Children",27985.0
236,239,"Goofy Movie, A ","Animation,Children,Comedy,Romance",15789.0
237,240,Hideaway ,Thriller,27303.0
238,241,Fluke ,"Children,Drama",21183.0
239,242,Farinelli: il castrato ,"Drama,Musical",10954.0
240,243,Gordy ,"Children,Comedy,Fantasy",47867.0
241,244,Gumby: The Movie ,"Animation,Children",43475.0
242,245,"Glass Shield, The ","Crime,Drama",72031.0
243,246,Hoop Dreams ,Documentary,14275.0
244,247,Heavenly Creatures ,"Crime,Drama",1024.0
245,248,Houseguest ,Comedy,17207.0
246,249,Immortal Beloved ,"Drama,Romance",13701.0
247,250,Heavyweights (Heavy Weights) ,"Children,Comedy",14819.0
248,251,"Hunted, The ",Action,32631.0
249,252,I.Q. ,"Comedy,Romance",11777.0
250,253,Interview with the Vampire: The Vampire Chronicles ,"Drama,Horror",628.0
251,254,Jefferson in Paris ,Drama,87729.0
252,255,"Jerky Boys, The ",Comedy,18713.0
253,256,Junior ,"Comedy,Sci-Fi",6280.0
254,257,Just Cause ,"Mystery,Thriller",9061.0
255,258,"Kid in King Arthur's Court, A ","Adventure,Children,Comedy,Fantasy,Romance",37108.0
256,259,Kiss of Death ,"Crime,Drama,Thriller",6071.0
257,260,Star Wars: Episode IV - A New Hope ,"Action,Adventure,Sci-Fi",11.0
258,261,Little Women ,Drama,9587.0
259,262,"Little Princess, A ","Children,Drama",19101.0
260,263,Ladybird Ladybird ,Drama,49980.0
261,264,"Enfer, L' ",Drama,17961.0
262,265,Like Water for Chocolate (Como agua para chocolate) ,"Drama,Fantasy,Romance",18183.0
263,266,Legends of the Fall ,"Drama,Romance,War,Western",4476.0
264,267,Major Payne ,Comedy,11008.0
265,268,Little Odessa ,"Crime,Drama",47504.0
266,269,My Crazy Life (Mi vida loca) ,Drama,32325.0
267,270,Love Affair ,"Drama,Romance",43742.0
268,271,Losing Isaiah ,Drama,28313.0
269,272,"Madness of King George, The ","Comedy,Drama",11318.0
270,273,Mary Shelley's Frankenstein (Frankenstein) ,"Drama,Horror,Sci-Fi",3036.0
271,274,Man of the House ,Comedy,40490.0
272,275,Mixed Nuts ,Comedy,24070.0
273,276,Milk Money ,"Comedy,Romance",8986.0
274,277,Miracle on 34th Street ,Drama,10510.0
275,278,Miami Rhapsody ,Comedy,17402.0
276,279,My Family ,Drama,38722.0
277,280,Murder in the First ,"Drama,Thriller",8438.0
278,281,Nobody's Fool ,"Comedy,Drama,Romance",11593.0
279,282,Nell ,Drama,1945.0
280,283,New Jersey Drive ,"Crime,Drama",39310.0
281,284,New York Cop (Nyû Yôku no koppu) ,"Action,Crime",109560.0
282,285,Beyond Bedlam ,"Drama,Horror",56428.0
283,286,Nemesis 2: Nebula ,"Action,Sci-Fi,Thriller",63105.0
284,287,Nina Takes a Lover ,"Comedy,Romance",131957.0
285,288,Natural Born Killers ,"Action,Crime,Thriller",241.0
286,289,Only You ,"Comedy,Romance",9058.0
287,290,Once Were Warriors ,"Crime,Drama",527.0
288,291,Poison Ivy II ,"Drama,Thriller",18220.0
289,292,Outbreak ,"Action,Drama,Sci-Fi,Thriller",6950.0
290,293,Léon: The Professional (a.k.a. The Professional) (Léon) ,"Action,Crime,Drama,Thriller",101.0
291,294,"Perez Family, The ","Comedy,Romance",63020.0
292,295,"Pyromaniac's Love Story, A ","Comedy,Romance",2307.0
293,296,Pulp Fiction ,"Comedy,Crime,Drama,Thriller",680.0
294,297,Panther ,Drama,41478.0
295,298,Pushing Hands (Tui shou) ,Drama,25296.0
296,299,Priest ,Drama,40156.0
297,300,Quiz Show ,Drama,11450.0
298,301,Picture Bride (Bijo photo) ,"Drama,Romance",30304.0
299,302,"Queen Margot (Reine Margot, La) ","Drama,Romance",10452.0
300,303,"Quick and the Dead, The ","Action,Thriller,Western",12106.0
301,304,Roommates ,"Comedy,Drama",161495.0
302,305,Ready to Wear (Pret-A-Porter) ,Comedy,3586.0
303,306,Three Colors: Red (Trois couleurs: Rouge) ,Drama,110.0
304,307,Three Colors: Blue (Trois couleurs: Bleu) ,Drama,108.0
305,308,Three Colors: White (Trzy kolory: Bialy) ,"Comedy,Drama",109.0
306,309,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) ",Drama,159185.0
307,310,Rent-a-Kid ,Comedy,36357.0
308,311,Relative Fear ,"Horror,Thriller",92769.0
309,312,Stuart Saves His Family ,Comedy,28033.0
310,313,"Swan Princess, The ","Animation,Children",22586.0
311,314,"Secret of Roan Inish, The ","Children,Drama,Fantasy,Mystery",14334.0
312,315,"Specialist, The ","Action,Drama,Thriller",2636.0
313,316,Stargate ,"Action,Adventure,Sci-Fi",2164.0
314,317,"Santa Clause, The ","Comedy,Drama,Fantasy",11395.0
315,318,"Shawshank Redemption, The ","Crime,Drama",278.0
316,319,Shallow Grave ,"Comedy,Drama,Thriller",9905.0
317,320,Suture ,"Film-Noir,Thriller",87078.0
318,321,Strawberry and Chocolate (Fresa y chocolate) ,Drama,12527.0
319,322,Swimming with Sharks ,"Comedy,Drama",20306.0
320,324,"Sum of Us, The ","Comedy,Drama",36614.0
321,325,National Lampoon's Senior Trip ,Comedy,27993.0
322,326,To Live (Huozhe) ,Drama,31439.0
323,327,Tank Girl ,"Action,Comedy,Sci-Fi",9067.0
324,328,Tales from the Crypt Presents: Demon Knight ,"Horror,Thriller",9059.0
325,329,Star Trek: Generations ,"Adventure,Drama,Sci-Fi",193.0
326,330,Tales from the Hood ,"Action,Crime,Horror",25066.0
327,331,Tom & Viv ,Drama,46797.0
328,332,Village of the Damned ,"Horror,Sci-Fi",12122.0
329,333,Tommy Boy ,Comedy,11381.0
330,334,Vanya on 42nd Street ,Drama,32636.0
331,335,Underneath ,"Mystery,Thriller",36141.0
332,336,"Walking Dead, The ","Drama,War",95963.0
333,337,What's Eating Gilbert Grape ,Drama,1587.0
334,338,Virtuosity ,"Action,Sci-Fi,Thriller",9271.0
335,339,While You Were Sleeping ,"Comedy,Romance",2064.0
336,340,"War, The ","Adventure,Drama,War",19855.0
337,341,Double Happiness ,Drama,60855.0
338,342,Muriel's Wedding ,Comedy,236.0
339,343,"Baby-Sitters Club, The ",Children,48287.0
340,344,Ace Ventura: Pet Detective ,Comedy,3049.0
341,345,"Adventures of Priscilla, Queen of the Desert, The ","Comedy,Drama",2759.0
342,346,Backbeat ,"Drama,Musical",12635.0
343,347,Bitter Moon ,"Drama,Film-Noir,Romance",10497.0
344,348,Bullets Over Broadway ,Comedy,11382.0
345,349,Clear and Present Danger ,"Action,Crime,Drama,Thriller",9331.0
346,350,"Client, The ","Drama,Mystery,Thriller",10731.0
347,351,"Corrina, Corrina ","Comedy,Drama,Romance",10464.0
348,352,Crooklyn ,"Comedy,Drama",34152.0
349,353,"Crow, The ","Action,Crime,Fantasy,Thriller",9495.0
350,354,Cobb ,Drama,29973.0
351,355,"Flintstones, The ","Children,Comedy,Fantasy",888.0
352,356,Forrest Gump ,"Comedy,Drama,Romance,War",13.0
353,357,Four Weddings and a Funeral ,"Comedy,Romance",712.0
354,358,Higher Learning ,Drama,16295.0
355,359,I Like It Like That ,"Comedy,Drama,Romance",48992.0
356,360,I Love Trouble ,"Action,Comedy",10879.0
357,361,It Could Happen to You ,"Comedy,Drama,Romance",10660.0
358,362,"Jungle Book, The ","Adventure,Children,Romance",10714.0
359,363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) ",Documentary,41647.0
360,364,"Lion King, The ","Adventure,Animation,Children,Drama,Musical,IMAX",8587.0
361,365,Little Buddha ,Drama,1689.0
362,366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) ","Drama,Horror,Mystery,Thriller",11596.0
363,367,"Mask, The ","Action,Comedy,Crime,Fantasy",854.0
364,368,Maverick ,"Adventure,Comedy,Western",9359.0
365,369,Mrs. Parker and the Vicious Circle ,Drama,23333.0
366,370,Naked Gun 33 1/3: The Final Insult ,"Action,Comedy",36593.0
367,371,"Paper, The ","Comedy,Drama",12280.0
368,372,Reality Bites ,"Comedy,Drama,Romance",2788.0
369,373,Red Rock West ,Thriller,10427.0
370,374,Richie Rich ,"Children,Comedy",11011.0
371,375,Safe Passage ,Drama,49803.0
372,376,"River Wild, The ","Action,Thriller",8987.0
373,377,Speed ,"Action,Romance,Thriller",1637.0
374,378,Speechless ,"Comedy,Romance",15128.0
375,379,Timecop ,"Action,Sci-Fi,Thriller",8831.0
376,380,True Lies ,"Action,Adventure,Comedy,Romance,Thriller",36955.0
377,381,When a Man Loves a Woman ,"Drama,Romance",10449.0
378,382,Wolf ,"Drama,Horror,Romance,Thriller",10395.0
379,383,Wyatt Earp ,Western,12160.0
380,384,Bad Company ,"Action,Crime,Drama",40480.0
381,385,"Man of No Importance, A ",Drama,52038.0
382,386,S.F.W. ,Drama,29444.0
383,387,"Low Down Dirty Shame, A ","Action,Comedy",26352.0
384,388,Boys Life ,Drama,39953.0
385,389,"Colonel Chabert, Le ","Drama,Romance,War",41580.0
386,390,Faster Pussycat! Kill! Kill! ,"Action,Crime,Drama",315.0
387,391,Jason's Lyric ,"Crime,Drama",22067.0
388,392,"Secret Adventures of Tom Thumb, The ","Adventure,Animation",18242.0
389,393,Street Fighter ,"Action,Adventure,Fantasy",11667.0
390,394,Coldblooded ,Comedy,32502.0
391,395,Desert Winds ,"Drama,Fantasy,Romance",267188.0
392,396,Fall Time ,Drama,28732.0
393,397,"Fear, The ",Horror,75555.0
394,398,Frank and Ollie ,Documentary,42981.0
395,399,Girl in the Cadillac ,Drama,278939.0
396,400,Homage ,Drama,291731.0
397,401,Mirage ,"Action,Thriller",226229.0
398,402,Open Season ,Comedy,203119.0
399,403,Two Crimes (Dos crímenes) ,"Comedy,Crime,Drama",172923.0
400,404,Brother Minister: The Assassination of Malcolm X ,Documentary,316098.0
401,405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) ,"Action,Fantasy",8011.0
402,406,Federal Hill ,Drama,171857.0
403,407,In the Mouth of Madness ,"Horror,Thriller",2654.0
404,408,8 Seconds ,Drama,18069.0
405,409,Above the Rim ,"Crime,Drama",19092.0
406,410,Addams Family Values ,"Children,Comedy,Fantasy",2758.0
407,411,Martin Lawrence: You So Crazy ,"Comedy,Documentary",38129.0
408,412,"Age of Innocence, The ",Drama,10436.0
409,413,Airheads ,Comedy,13595.0
410,414,"Air Up There, The ",Comedy,46094.0
411,415,Another Stakeout ,"Comedy,Thriller",9409.0
412,416,Bad Girls ,Western,11853.0
413,417,Barcelona ,"Comedy,Romance",16771.0
414,418,Being Human ,Drama,46924.0
415,419,"Beverly Hillbillies, The ",Comedy,11041.0
416,420,Beverly Hills Cop III ,"Action,Comedy,Crime,Thriller",306.0
417,421,Black Beauty ,"Adventure,Children,Drama",14522.0
418,422,Blink ,Thriller,26203.0
419,423,Blown Away ,"Action,Thriller",178.0
420,424,Blue Chips ,Drama,19819.0
421,425,Blue Sky ,"Drama,Romance",57834.0
422,426,Body Snatchers ,"Horror,Sci-Fi,Thriller",4722.0
423,427,Boxing Helena ,"Drama,Mystery,Romance,Thriller",18215.0
424,428,"Bronx Tale, A ",Drama,1607.0
425,429,Cabin Boy ,Comedy,26391.0
426,430,Calendar Girl ,"Comedy,Drama",117553.0
427,431,Carlito's Way ,"Crime,Drama",6075.0
428,432,City Slickers II: The Legend of Curly's Gold ,"Adventure,Comedy,Western",11310.0
429,433,Clean Slate ,Comedy,18658.0
430,434,Cliffhanger ,"Action,Adventure,Thriller",9350.0
431,435,Coneheads ,"Comedy,Sci-Fi",9612.0
432,436,Color of Night ,"Drama,Thriller",2124.0
433,437,Cops and Robbersons ,Comedy,26261.0
434,438,"Cowboy Way, The ","Action,Comedy,Drama",19176.0
435,439,Dangerous Game ,Drama,49299.0
436,440,Dave ,"Comedy,Romance",11566.0
437,441,Dazed and Confused ,Comedy,9571.0
438,442,Demolition Man ,"Action,Adventure,Sci-Fi",9739.0
439,443,"Endless Summer 2, The ","Adventure,Documentary",24257.0
440,444,Even Cowgirls Get the Blues ,"Comedy,Romance",34444.0
441,445,Fatal Instinct ,Comedy,26141.0
442,446,Farewell My Concubine (Ba wang bie ji) ,"Drama,Romance",10997.0
443,447,"Favor, The ","Comedy,Romance",50463.0
444,448,Fearless ,Drama,10443.0
445,449,Fear of a Black Hat ,Comedy,20239.0
446,450,With Honors ,"Comedy,Drama",16297.0
447,451,Flesh and Bone ,"Drama,Mystery,Romance",18551.0
448,452,Widows' Peak ,Drama,25440.0
449,453,For Love or Money ,"Comedy,Romance",9024.0
450,454,"Firm, The ","Drama,Thriller",37233.0
451,455,Free Willy ,"Adventure,Children,Drama",1634.0
452,456,Fresh ,"Crime,Drama,Thriller",13815.0
453,457,"Fugitive, The ",Thriller,5503.0
454,458,Geronimo: An American Legend ,"Drama,Western",35588.0
455,459,"Getaway, The ","Action,Adventure,Crime,Drama,Romance,Thriller",2087.0
456,460,Getting Even with Dad ,Comedy,41579.0
457,461,Go Fish ,"Drama,Romance",18620.0
458,462,"Good Man in Africa, A ","Action,Adventure",41006.0
459,463,Guilty as Sin ,"Crime,Drama,Thriller",4916.0
460,464,Hard Target ,"Action,Adventure,Crime,Thriller",2019.0
461,465,Heaven & Earth ,"Action,Drama,War",31642.0
462,466,Hot Shots! Part Deux ,"Action,Comedy,War",9255.0
463,467,Live Nude Girls ,Comedy,26271.0
464,468,"Englishman Who Went Up a Hill But Came Down a Mountain, The ","Comedy,Romance",10612.0
465,469,"House of the Spirits, The ","Drama,Romance",2259.0
466,470,House Party 3 ,Comedy,16097.0
467,471,"Hudsucker Proxy, The ",Comedy,11934.0
468,472,I'll Do Anything ,"Comedy,Drama",106143.0
469,473,In the Army Now ,"Comedy,War",12475.0
470,474,In the Line of Fire ,"Action,Thriller",9386.0
471,475,In the Name of the Father ,Drama,7984.0
472,476,"Inkwell, The ","Comedy,Drama",59930.0
473,477,What's Love Got to Do with It? ,"Drama,Musical",15765.0
