,movieId,title,genres,imdbId,tmdbId
33,34,Babe ,"Children,Drama",112431,9598.0
34,35,Carrington ,"Drama,Romance",112637,47018.0
35,36,Dead Man Walking ,"Crime,Drama",112818,687.0
36,37,Across the Sea of Time ,"Documentary,IMAX",112286,139405.0
37,38,It Takes Two ,"Children,Comedy",113442,33689.0
38,39,Clueless ,"Comedy,Romance",112697,9603.0
39,40,"Cry, the Beloved Country ",Drama,112749,34615.0
40,41,Richard III ,"Drama,War",114279,31174.0
41,42,Dead Presidents ,"Action,Crime,Drama",112819,11443.0
42,43,Restoration ,Drama,114272,35196.0
43,44,Mortal Kombat ,"Action,Adventure,Fantasy",113855,9312.0
44,45,To Die For ,"Comedy,Drama,Thriller",114681,577.0
45,46,How to Make an American Quilt ,"Drama,Romance",113347,11861.0
46,47,Seven (a.k.a. Se7en) ,"Mystery,Thriller",114369,807.0
47,48,Pocahontas ,"Animation,Children,Drama,Musical,Romance",114148,10530.0
48,49,When Night Is Falling ,"Drama,Romance",114916,8391.0
49,50,"Usual Suspects, The ","Crime,Mystery,Thriller",114814,629.0
50,51,Guardian Angel ,"Action,Drama,Thriller",109950,117164.0
51,52,Mighty Aphrodite ,"Comedy,Drama,Romance",113819,11448.0
52,53,Lamerica ,"Adventure,Drama",110299,49133.0
53,54,"Big Green, The ","Children,Comedy",112499,26441.0
54,55,Georgia ,Drama,113158,97406.0
55,56,Kids of the Round Table ,"Adventure,Children,Fantasy",113541,124057.0
56,57,Home for the Holidays ,Drama,113321,9089.0
57,58,"Postman, The (Postino, Il) ","Comedy,Drama,Romance",110877,11010.0
58,59,"Confessional, The (Confessionnal, Le) ","Drama,Mystery",112714,99040.0
59,60,"Indian in the Cupboard, The ","Adventure,Children,Fantasy",113419,11359.0
60,61,Eye for an Eye ,"Drama,Thriller",116260,17182.0
61,62,Mr. Holland's Opus ,Drama,113862,2054.0
62,63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood ,"Comedy,Crime",116126,10607.0
63,64,Two if by Sea ,"Comedy,Romance",118002,19760.0
64,65,Bio-Dome ,Comedy,115683,9536.0
65,66,Lawnmower Man 2: Beyond Cyberspace ,"Action,Sci-Fi,Thriller",116839,11525.0
66,67,Two Bits ,Drama,114753,40628.0
67,68,French Twist (Gazon maudit) ,"Comedy,Romance",113149,4482.0
68,69,Friday ,Comedy,113118,10634.0
69,70,From Dusk Till Dawn ,"Action,Comedy,Horror,Thriller",116367,755.0
70,71,Fair Game ,Action,113010,11859.0
71,72,Kicking and Screaming ,"Comedy,Drama",113537,28387.0
72,73,"Misérables, Les ","Drama,War",113828,48750.0
73,74,Bed of Roses ,"Drama,Romance",115644,20927.0
74,75,Big Bully ,"Comedy,Drama",115676,36929.0
75,76,Screamers ,"Action,Sci-Fi,Thriller",114367,9102.0
76,77,Nico Icon ,Documentary,113973,124626.0
77,78,"Crossing Guard, The ","Action,Crime,Drama,Thriller",112744,27526.0
78,79,"Juror, The ","Drama,Thriller",116731,9623.0
79,80,"White Balloon, The (Badkonake sefid) ","Children,Drama",112445,46785.0
80,81,Things to Do in Denver When You're Dead ,"Crime,Drama,Romance",114660,400.0
81,82,Antonia's Line (Antonia) ,"Comedy,Drama",112379,880.0
82,83,Once Upon a Time... When We Were Colored ,"Drama,Romance",114039,146599.0
83,84,Last Summer in the Hamptons ,"Comedy,Drama",113612,188588.0
84,85,Angels and Insects ,"Drama,Romance",112365,8447.0
85,86,White Squall ,"Action,Adventure,Drama",118158,10534.0
86,87,Dunston Checks In ,"Children,Comedy",116151,17414.0
87,88,Black Sheep ,Comedy,115697,13997.0
88,89,Nick of Time ,"Action,Thriller",113972,2086.0
89,90,"Journey of August King, The ",Drama,113490,61548.0
90,92,Mary Reilly ,"Drama,Horror,Thriller",117002,9095.0
91,93,Vampire in Brooklyn ,"Comedy,Horror,Romance",114825,12158.0
92,94,Beautiful Girls ,"Comedy,Drama,Romance",115639,9283.0
93,95,Broken Arrow ,"Action,Adventure,Thriller",115759,9208.0
94,96,In the Bleak Midwinter ,"Comedy,Drama",113403,40154.0
95,97,"Hate (Haine, La) ","Crime,Drama",113247,406.0
96,98,Shopping ,"Action,Thriller",111173,45549.0
97,99,Heidi Fleiss: Hollywood Madam ,Documentary,113283,63076.0
98,100,City Hall ,"Drama,Thriller",115907,11062.0
99,101,Bottle Rocket ,"Adventure,Comedy,Crime,Romance",115734,13685.0
100,102,Mr. Wrong ,Comedy,117102,47475.0
101,103,Unforgettable ,"Mystery,Sci-Fi,Thriller",118040,2045.0
102,104,Happy Gilmore ,Comedy,116483,9614.0
103,105,"Bridges of Madison County, The ","Drama,Romance",112579,688.0
104,106,Nobody Loves Me (Keiner liebt mich) ,"Comedy,Drama",110251,11907.0
105,107,Muppet Treasure Island ,"Adventure,Children,Comedy,Musical",117110,10874.0
106,108,Catwalk ,Documentary,112646,89333.0
107,109,Headless Body in Topless Bar ,"Comedy,Drama,Thriller",113276,96357.0
108,110,Braveheart ,"Action,Drama,War",112573,197.0
109,111,Taxi Driver ,"Crime,Drama,Thriller",75314,103.0
110,112,Rumble in the Bronx (Hont faan kui) ,"Action,Adventure,Comedy,Crime",113326,33542.0
111,113,Before and After ,"Drama,Mystery",115645,43566.0
112,114,Margaret's Museum ,Drama,113774,71754.0
113,115,"Happiness Is in the Field (Bonheur est dans le pré, Le) ",Comedy,112556,43612.0
114,116,Anne Frank Remembered ,Documentary,112373,51352.0
115,117,"Young Poisoner's Handbook, The ","Crime,Drama",115033,16934.0
116,118,If Lucy Fell ,"Comedy,Romance",116606,10324.0
117,119,"Steal Big, Steal Little ",Comedy,114536,78406.0
118,120,Race the Sun ,"Adventure,Comedy,Drama",117427,55731.0
119,121,"Boys of St. Vincent, The ",Drama,106473,32119.0
120,122,Boomerang ,"Comedy,Romance",103859,11066.0
121,123,Chungking Express (Chung Hing sam lam) ,"Drama,Mystery,Romance",109424,11104.0
122,124,"Star Maker, The (Uomo delle stelle, L') ",Drama,114808,37975.0
123,125,Flirting With Disaster ,Comedy,116324,2074.0
124,126,"NeverEnding Story III, The ","Adventure,Children,Fantasy",110647,27793.0
125,127,"Silences of the Palace, The (Saimt el Qusur) ",Drama,111055,44284.0
126,128,Jupiter's Wife ,Documentary,110217,290157.0
127,129,Pie in the Sky ,"Comedy,Romance",114131,110972.0
128,130,Angela ,Drama,112364,32622.0
129,131,Frankie Starlight ,"Drama,Romance",113107,73067.0
130,132,Jade ,Thriller,113451,11863.0
131,133,Nueba Yol ,"Comedy,Drama",114015,55475.0
132,134,Sonic Outlaws ,Documentary,114500,124636.0
133,135,Down Periscope ,Comedy,116130,9101.0
134,136,From the Journals of Jean Seberg ,Documentary,113125,123360.0
135,137,Man of the Year ,Documentary,113756,5757.0
136,138,"Neon Bible, The ",Drama,113952,39428.0
137,139,Target ,"Action,Drama",114618,124639.0
138,140,Up Close and Personal ,"Drama,Romance",118055,9302.0
139,141,"Birdcage, The ",Comedy,115685,11000.0
140,142,Shadows (Cienie) ,Drama,94878,
141,143,Gospa ,Drama,113200,249882.0
142,144,"Brothers McMullen, The ",Comedy,112585,16388.0
143,145,Bad Boys ,"Action,Comedy,Crime,Drama,Thriller",112442,9737.0
144,146,"Amazing Panda Adventure, The ","Adventure,Children",112342,30765.0
145,147,"Basketball Diaries, The ",Drama,112461,10474.0
146,148,"Awfully Big Adventure, An ",Drama,112427,22279.0
147,149,Amateur ,"Crime,Drama,Thriller",109093,30157.0
148,150,Apollo 13 ,"Adventure,Drama,IMAX",112384,568.0
149,151,Rob Roy ,"Action,Drama,Romance,War",114287,11780.0
150,152,"Addiction, The ","Drama,Horror",112288,34996.0
151,153,Batman Forever ,"Action,Adventure,Comedy,Crime",112462,414.0
152,154,Beauty of the Day (Belle de jour) ,Drama,61395,649.0
153,155,Beyond Rangoon ,"Adventure,Drama,War",112495,1873.0
154,156,Blue in the Face ,"Comedy,Drama",112541,5894.0
155,157,Canadian Bacon ,"Comedy,War",109370,1775.0
156,158,Casper ,"Adventure,Children",112642,8839.0
157,159,Clockers ,"Crime,Drama,Mystery",112688,20649.0
158,160,Congo ,"Action,Adventure,Mystery,Sci-Fi",112715,10329.0
159,161,Crimson Tide ,"Drama,Thriller,War",112740,8963.0
160,162,Crumb ,Documentary,109508,26564.0
161,163,Desperado ,"Action,Romance,Western",112851,8068.0
162,164,Devil in a Blue Dress ,"Crime,Film-Noir,Mystery,Thriller",112857,8512.0
163,165,Die Hard: With a Vengeance ,"Action,Crime,Thriller",112864,1572.0
164,166,"Doom Generation, The ","Comedy,Crime,Drama",112887,13552.0
165,167,Feast of July ,Drama,113044,259209.0
166,168,First Knight ,"Action,Drama,Romance",113071,6520.0
167,169,Free Willy 2: The Adventure Home ,"Adventure,Children,Drama",113114,9073.0
168,170,Hackers ,"Action,Adventure,Crime,Thriller",113243,10428.0
169,171,Jeffrey ,"Comedy,Drama",113464,17447.0
170,172,Johnny Mnemonic ,"Action,Sci-Fi,Thriller",113481,9886.0
171,173,Judge Dredd ,"Action,Crime,Sci-Fi",113492,9482.0
172,174,Jury Duty ,Comedy,113500,19326.0
173,175,Kids ,Drama,113540,9344.0
174,176,Living in Oblivion ,Comedy,113677,9071.0
175,177,Lord of Illusions ,Horror,113690,8973.0
176,178,Love & Human Remains ,"Comedy,Drama",107447,15730.0
177,179,Mad Love ,"Drama,Romance",113729,47608.0
178,180,Mallrats ,"Comedy,Romance",113749,2293.0
179,181,Mighty Morphin Power Rangers: The Movie ,"Action,Children",113820,9070.0
180,182,Moonlight and Valentino ,"Drama,Romance",113851,68274.0
181,183,Mute Witness ,"Comedy,Horror,Thriller",110604,48787.0
182,184,Nadja ,Drama,110620,34574.0
183,185,"Net, The ","Action,Crime,Thriller",113957,1642.0
184,186,Nine Months ,"Comedy,Romance",113986,11472.0
185,187,Party Girl ,Comedy,114095,36196.0
186,188,"Prophecy, The ","Fantasy,Horror,Mystery",114194,11980.0
187,189,Reckless ,"Comedy,Fantasy",114241,58372.0
188,190,Safe ,Thriller,114323,32646.0
189,191,"Scarlet Letter, The ","Drama,Romance",114345,10533.0
190,192,"Show, The ",Documentary,114435,56088.0
191,193,Showgirls ,Drama,114436,10802.0
192,194,Smoke ,"Comedy,Drama",114478,10149.0
193,195,Something to Talk About ,"Comedy,Drama,Romance",114496,18402.0
194,196,Species ,"Horror,Sci-Fi",114508,9348.0
195,197,"Stars Fell on Henrietta, The ",Drama,114534,139408.0
196,198,Strange Days ,"Action,Crime,Drama,Mystery,Sci-Fi,Thriller",114558,281.0
197,199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) ","Drama,Musical,Romance",58450,5967.0
198,200,"Tie That Binds, The ",Thriller,114666,79593.0
199,201,Three Wishes ,"Drama,Fantasy",114663,47939.0
200,202,Total Eclipse ,"Drama,Romance",114702,36834.0
201,203,"To Wong Foo, Thanks for Everything! Julie Newmar ",Comedy,114682,9090.0
202,204,Under Siege 2: Dark Territory ,Action,114781,3512.0
203,205,Unstrung Heroes ,"Comedy,Drama",114798,52856.0
204,206,Unzipped ,Documentary,114805,77350.0
205,207,"Walk in the Clouds, A ","Drama,Romance",114887,9560.0
206,208,Waterworld ,"Action,Adventure,Sci-Fi",114898,9804.0
207,209,White Man's Burden ,Drama,114928,31611.0
208,210,Wild Bill ,Western,114938,65796.0
209,211,"Browning Version, The ",Drama,109340,49805.0
210,212,Bushwhacked ,"Adventure,Comedy,Crime,Mystery",112602,26258.0
211,213,Burnt by the Sun (Utomlyonnye solntsem) ,Drama,111579,50797.0
212,214,Before the Rain (Pred dozhdot) ,"Drama,War",110882,19155.0
213,215,Before Sunrise ,"Drama,Romance",112471,76.0
214,216,Billy Madison ,Comedy,112508,11017.0
215,217,"Babysitter, The ","Drama,Thriller",112438,37141.0
216,218,Boys on the Side ,"Comedy,Drama",112571,9382.0
217,219,"Cure, The ",Drama,112757,6715.0
218,220,Castle Freak ,Horror,112643,18256.0
219,222,Circle of Friends ,"Drama,Romance",112679,22625.0
220,223,Clerks ,Comedy,109445,2292.0
221,224,Don Juan DeMarco ,"Comedy,Drama,Romance",112883,1909.0
222,225,Disclosure ,"Drama,Thriller",109635,8984.0
223,226,Dream Man ,Thriller,112899,61813.0
224,227,Drop Zone ,"Action,Thriller",109676,4954.0
225,228,Destiny Turns on the Radio ,Comedy,112854,62488.0
226,229,Death and the Maiden ,"Drama,Thriller",109579,10531.0
227,230,Dolores Claiborne ,"Drama,Thriller",109642,11929.0
228,231,Dumb & Dumber (Dumb and Dumber) ,"Adventure,Comedy",109686,8467.0
229,232,Eat Drink Man Woman (Yin shi nan nu) ,"Comedy,Drama,Romance",111797,10451.0
230,233,Exotica ,Drama,109759,20156.0
231,234,Exit to Eden ,Comedy,109758,18395.0
232,235,Ed Wood ,"Comedy,Drama",109707,522.0
233,236,French Kiss ,"Action,Comedy,Romance",113117,397.0
234,237,Forget Paris ,"Comedy,Romance",113097,10525.0
235,238,Far From Home: The Adventures of Yellow Dog ,"Adventure,Children",113028,27985.0
236,239,"Goofy Movie, A ","Animation,Children,Comedy,Romance",113198,15789.0
237,240,Hideaway ,Thriller,113303,27303.0
238,241,Fluke ,"Children,Drama",113089,21183.0
239,242,Farinelli: il castrato ,"Drama,Musical",109771,10954.0
240,243,Gordy ,"Children,Comedy,Fantasy",113199,47867.0
241,244,Gumby: The Movie ,"Animation,Children",113234,43475.0
242,245,"Glass Shield, The ","Crime,Drama",109906,72031.0
243,246,Hoop Dreams ,Documentary,110057,14275.0
244,247,Heavenly Creatures ,"Crime,Drama",110005,1024.0
245,248,Houseguest ,Comedy,110066,17207.0
246,249,Immortal Beloved ,"Drama,Romance",110116,13701.0
247,250,Heavyweights (Heavy Weights) ,"Children,Comedy",110006,14819.0
248,251,"Hunted, The ",Action,113360,32631.0
249,252,I.Q. ,"Comedy,Romance",110099,11777.0
250,253,Interview with the Vampire: The Vampire Chronicles ,"Drama,Horror",110148,628.0
251,254,Jefferson in Paris ,Drama,113463,87729.0
252,255,"Jerky Boys, The ",Comedy,110189,18713.0
253,256,Junior ,"Comedy,Sci-Fi",110216,6280.0
254,257,Just Cause ,"Mystery,Thriller",113501,9061.0
255,258,"Kid in King Arthur's Court, A ","Adventure,Children,Comedy,Fantasy,Romance",113538,37108.0
256,259,Kiss of Death ,"Crime,Drama,Thriller",113552,6071.0
257,260,Star Wars: Episode IV - A New Hope ,"Action,Adventure,Sci-Fi",76759,11.0
258,261,Little Women ,Drama,110367,9587.0
259,262,"Little Princess, A ","Children,Drama",113670,19101.0
260,263,Ladybird Ladybird ,Drama,110296,49980.0
261,264,"Enfer, L' ",Drama,109731,17961.0
262,265,Like Water for Chocolate (Como agua para chocolate) ,"Drama,Fantasy,Romance",103994,18183.0
263,266,Legends of the Fall ,"Drama,Romance,War,Western",110322,4476.0
264,267,Major Payne ,Comedy,110443,11008.0
265,268,Little Odessa ,"Crime,Drama",110365,47504.0
266,269,My Crazy Life (Mi vida loca) ,Drama,107566,32325.0
267,270,Love Affair ,"Drama,Romance",110391,43742.0
268,271,Losing Isaiah ,Drama,113691,28313.0
269,272,"Madness of King George, The ","Comedy,Drama",110428,11318.0
270,273,Mary Shelley's Frankenstein (Frankenstein) ,"Drama,Horror,Sci-Fi",109836,3036.0
271,274,Man of the House ,Comedy,113755,40490.0
272,275,Mixed Nuts ,Comedy,110538,24070.0
273,276,Milk Money ,"Comedy,Romance",110516,8986.0
274,277,Miracle on 34th Street ,Drama,110527,10510.0
275,278,Miami Rhapsody ,Comedy,113808,17402.0
276,279,My Family ,Drama,113896,38722.0
277,280,Murder in the First ,"Drama,Thriller",113870,8438.0
278,281,Nobody's Fool ,"Comedy,Drama,Romance",110684,11593.0
279,282,Nell ,Drama,110638,1945.0
280,283,New Jersey Drive ,"Crime,Drama",113967,39310.0
281,284,New York Cop (Nyû Yôku no koppu) ,"Action,Crime",117169,109560.0
282,285,Beyond Bedlam ,"Drama,Horror",106402,56428.0
283,286,Nemesis 2: Nebula ,"Action,Sci-Fi,Thriller",113948,63105.0
284,287,Nina Takes a Lover ,"Comedy,Romance",110671,131957.0
285,288,Natural Born Killers ,"Action,Crime,Thriller",110632,241.0
286,289,Only You ,"Comedy,Romance",110737,9058.0
287,290,Once Were Warriors ,"Crime,Drama",110729,527.0
288,291,Poison Ivy II ,"Drama,Thriller",114151,18220.0
289,292,Outbreak ,"Action,Drama,Sci-Fi,Thriller",114069,6950.0
290,293,Léon: The Professional (a.k.a. The Professional) (Léon) ,"Action,Crime,Drama,Thriller",110413,101.0
291,294,"Perez Family, The ","Comedy,Romance",114113,63020.0
292,295,"Pyromaniac's Love Story, A ","Comedy,Romance",114210,2307.0
293,296,Pulp Fiction ,"Comedy,Crime,Drama,Thriller",110912,680.0
294,297,Panther ,Drama,114084,41478.0
295,298,Pushing Hands (Tui shou) ,Drama,105652,25296.0
296,299,Priest ,Drama,110889,40156.0
297,300,Quiz Show ,Drama,110932,11450.0
298,301,Picture Bride (Bijo photo) ,"Drama,Romance",114129,30304.0
299,302,"Queen Margot (Reine Margot, La) ","Drama,Romance",110963,10452.0
300,303,"Quick and the Dead, The ","Action,Thriller,Western",114214,12106.0
301,304,Roommates ,"Comedy,Drama",114296,161495.0
302,305,Ready to Wear (Pret-A-Porter) ,Comedy,110907,3586.0
303,306,Three Colors: Red (Trois couleurs: Rouge) ,Drama,111495,110.0
304,307,Three Colors: Blue (Trois couleurs: Bleu) ,Drama,108394,108.0
305,308,Three Colors: White (Trzy kolory: Bialy) ,"Comedy,Drama",111507,109.0
306,309,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) ",Drama,110769,159185.0
307,310,Rent-a-Kid ,Comedy,114268,36357.0
308,311,Relative Fear ,"Horror,Thriller",110965,92769.0
309,312,Stuart Saves His Family ,Comedy,114571,28033.0
310,313,"Swan Princess, The ","Animation,Children",111333,22586.0
311,314,"Secret of Roan Inish, The ","Children,Drama,Fantasy,Mystery",111112,14334.0
312,315,"Specialist, The ","Action,Drama,Thriller",111255,2636.0
313,316,Stargate ,"Action,Adventure,Sci-Fi",111282,2164.0
314,317,"Santa Clause, The ","Comedy,Drama,Fantasy",111070,11395.0
315,318,"Shawshank Redemption, The ","Crime,Drama",111161,278.0
316,319,Shallow Grave ,"Comedy,Drama,Thriller",111149,9905.0
317,320,Suture ,"Film-Noir,Thriller",108260,87078.0
318,321,Strawberry and Chocolate (Fresa y chocolate) ,Drama,106966,12527.0
319,322,Swimming with Sharks ,"Comedy,Drama",114594,20306.0
320,324,"Sum of Us, The ","Comedy,Drama",111309,36614.0
321,325,National Lampoon's Senior Trip ,Comedy,113936,27993.0
322,326,To Live (Huozhe) ,Drama,110081,31439.0
323,327,Tank Girl ,"Action,Comedy,Sci-Fi",114614,9067.0
324,328,Tales from the Crypt Presents: Demon Knight ,"Horror,Thriller",114608,9059.0
325,329,Star Trek: Generations ,"Adventure,Drama,Sci-Fi",111280,193.0
326,330,Tales from the Hood ,"Action,Crime,Horror",114609,25066.0
327,331,Tom & Viv ,Drama,111454,46797.0
328,332,Village of the Damned ,"Horror,Sci-Fi",114852,12122.0
329,333,Tommy Boy ,Comedy,114694,11381.0
330,334,Vanya on 42nd Street ,Drama,111590,32636.0
331,335,Underneath ,"Mystery,Thriller",114788,36141.0
332,336,"Walking Dead, The ","Drama,War",114888,95963.0
333,337,What's Eating Gilbert Grape ,Drama,108550,1587.0
334,338,Virtuosity ,"Action,Sci-Fi,Thriller",114857,9271.0
335,339,While You Were Sleeping ,"Comedy,Romance",114924,2064.0
336,340,"War, The ","Adventure,Drama,War",111667,19855.0
337,341,Double Happiness ,Drama,109655,60855.0
338,342,Muriel's Wedding ,Comedy,110598,236.0
339,343,"Baby-Sitters Club, The ",Children,112435,48287.0
340,344,Ace Ventura: Pet Detective ,Comedy,109040,3049.0
341,345,"Adventures of Priscilla, Queen of the Desert, The ","Comedy,Drama",109045,2759.0
342,346,Backbeat ,"Drama,Musical",106339,12635.0
343,347,Bitter Moon ,"Drama,Film-Noir,Romance",104779,10497.0
344,348,Bullets Over Broadway ,Comedy,109348,11382.0
345,349,Clear and Present Danger ,"Action,Crime,Drama,Thriller",109444,9331.0
346,350,"Client, The ","Drama,Mystery,Thriller",109446,10731.0
347,351,"Corrina, Corrina ","Comedy,Drama,Romance",109484,10464.0
348,352,Crooklyn ,"Comedy,Drama",109504,34152.0
349,353,"Crow, The ","Action,Crime,Fantasy,Thriller",109506,9495.0
350,354,Cobb ,Drama,109450,29973.0
351,355,"Flintstones, The ","Children,Comedy,Fantasy",109813,888.0
352,356,Forrest Gump ,"Comedy,Drama,Romance,War",109830,13.0
353,357,Four Weddings and a Funeral ,"Comedy,Romance",109831,712.0
354,358,Higher Learning ,Drama,113305,16295.0
355,359,I Like It Like That ,"Comedy,Drama,Romance",110091,48992.0
356,360,I Love Trouble ,"Action,Comedy",110093,10879.0
357,361,It Could Happen to You ,"Comedy,Drama,Romance",110167,10660.0
358,362,"Jungle Book, The ","Adventure,Children,Romance",110213,10714.0
359,363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) ",Documentary,107472,41647.0
360,364,"Lion King, The ","Adventure,Animation,Children,Drama,Musical,IMAX",110357,8587.0
361,365,Little Buddha ,Drama,107426,1689.0
362,366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) ","Drama,Horror,Mystery,Thriller",111686,11596.0
363,367,"Mask, The ","Action,Comedy,Crime,Fantasy",110475,854.0
364,368,Maverick ,"Adventure,Comedy,Western",110478,9359.0
365,369,Mrs. Parker and the Vicious Circle ,Drama,110588,23333.0
366,370,Naked Gun 33 1/3: The Final Insult ,"Action,Comedy",110622,36593.0
367,371,"Paper, The ","Comedy,Drama",110771,12280.0
368,372,Reality Bites ,"Comedy,Drama,Romance",110950,2788.0
369,373,Red Rock West ,Thriller,105226,10427.0
370,374,Richie Rich ,"Children,Comedy",110989,11011.0
371,375,Safe Passage ,Drama,111054,49803.0
372,376,"River Wild, The ","Action,Thriller",110997,8987.0
373,377,Speed ,"Action,Romance,Thriller",111257,1637.0
374,378,Speechless ,"Comedy,Romance",111256,15128.0
375,379,Timecop ,"Action,Sci-Fi,Thriller",111438,8831.0
376,380,True Lies ,"Action,Adventure,Comedy,Romance,Thriller",111503,36955.0
377,381,When a Man Loves a Woman ,"Drama,Romance",111693,10449.0
378,382,Wolf ,"Drama,Horror,Romance,Thriller",111742,10395.0
379,383,Wyatt Earp ,Western,111756,12160.0
380,384,Bad Company ,"Action,Crime,Drama",112443,40480.0
381,385,"Man of No Importance, A ",Drama,110455,52038.0
382,386,S.F.W. ,Drama,111048,29444.0
383,387,"Low Down Dirty Shame, A ","Action,Comedy",110399,26352.0
384,388,Boys Life ,Drama,112570,39953.0
385,389,"Colonel Chabert, Le ","Drama,Romance,War",109454,41580.0
386,390,Faster Pussycat! Kill! Kill! ,"Action,Crime,Drama",59170,315.0
387,391,Jason's Lyric ,"Crime,Drama",110186,22067.0
388,392,"Secret Adventures of Tom Thumb, The ","Adventure,Animation",108069,18242.0
389,393,Street Fighter ,"Action,Adventure,Fantasy",111301,11667.0
390,394,Coldblooded ,Comedy,112702,32502.0
391,395,Desert Winds ,"Drama,Fantasy,Romance",112849,267188.0
392,396,Fall Time ,Drama,113014,28732.0
393,397,"Fear, The ",Horror,113043,75555.0
394,398,Frank and Ollie ,Documentary,113104,42981.0
395,399,Girl in the Cadillac ,Drama,113173,278939.0
396,400,Homage ,Drama,113319,291731.0
397,401,Mirage ,"Action,Thriller",113827,226229.0
398,402,Open Season ,Comedy,114047,203119.0
399,403,Two Crimes (Dos crímenes) ,"Comedy,Crime,Drama",112889,172923.0
400,404,Brother Minister: The Assassination of Malcolm X ,Documentary,109339,316098.0
401,405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) ,"Action,Fantasy",110027,8011.0
402,406,Federal Hill ,Drama,109785,171857.0
403,407,In the Mouth of Madness ,"Horror,Thriller",113409,2654.0
404,408,8 Seconds ,Drama,109021,18069.0
405,409,Above the Rim ,"Crime,Drama",109035,19092.0
406,410,Addams Family Values ,"Children,Comedy,Fantasy",106220,2758.0
407,411,Martin Lawrence: You So Crazy ,"Comedy,Documentary",111804,38129.0
408,412,"Age of Innocence, The ",Drama,106226,10436.0
409,413,Airheads ,Comedy,109068,13595.0
410,414,"Air Up There, The ",Comedy,109067,46094.0
411,415,Another Stakeout ,"Comedy,Thriller",106292,9409.0
412,416,Bad Girls ,Western,109198,11853.0
413,417,Barcelona ,"Comedy,Romance",109219,16771.0
414,418,Being Human ,Drama,106379,46924.0
415,419,"Beverly Hillbillies, The ",Comedy,106400,11041.0
416,420,Beverly Hills Cop III ,"Action,Comedy,Crime,Thriller",109254,306.0
417,421,Black Beauty ,"Adventure,Children,Drama",109279,14522.0
418,422,Blink ,Thriller,109297,26203.0
419,423,Blown Away ,"Action,Thriller",109303,178.0
420,424,Blue Chips ,Drama,109305,19819.0
421,425,Blue Sky ,"Drama,Romance",109306,57834.0
422,426,Body Snatchers ,"Horror,Sci-Fi,Thriller",106452,4722.0
423,427,Boxing Helena ,"Drama,Mystery,Romance,Thriller",106471,18215.0
424,428,"Bronx Tale, A ",Drama,106489,1607.0
425,429,Cabin Boy ,Comedy,109361,26391.0
426,430,Calendar Girl ,"Comedy,Drama",106505,117553.0
427,431,Carlito's Way ,"Crime,Drama",106519,6075.0
